## Mon Sep  5 19:28:51 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_pkp9vtcm --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_pkp9vtcm --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_pkp9vtcm/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Pd_00011	435591.BDI_0011	5.88e-93	273.0	COG3292@1|root,COG3292@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HTH_18,HisKA,Reg_prop,Response_reg,Y_Y_Y
Pd_00012	435591.BDI_0012	2.71e-95	279.0	COG2207@1|root,COG2207@2|Bacteria	2|Bacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HTH_18,HisKA,PocR,Reg_prop,Response_reg,Y_Y_Y
Pd_00013	435591.BDI_0013	3.7e-300	818.0	COG4974@1|root,COG4974@2|Bacteria,4P01T@976|Bacteroidetes,2FNQ0@200643|Bacteroidia,22WIY@171551|Porphyromonadaceae	976|Bacteroidetes	L	COG NOG11942 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_5,Phage_int_SAM_5,Phage_integrase
Pd_00015	435591.BDI_0015	5.89e-126	358.0	COG0250@1|root,COG0250@2|Bacteria,4NQI2@976|Bacteroidetes,2FRZX@200643|Bacteroidia	976|Bacteroidetes	K	Transcription termination antitermination factor NusG	-	-	-	-	-	-	-	-	-	-	-	-	KOW,NusG
Pd_00016	435591.BDI_0016	7.49e-261	716.0	COG0472@1|root,COG0472@2|Bacteria,4NGKM@976|Bacteroidetes,2FM86@200643|Bacteroidia,22W3P@171551|Porphyromonadaceae	976|Bacteroidetes	M	UDP-N-acetylmuramyl pentapeptide phosphotransferase	mraY2	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_4
Pd_00017	435591.BDI_0017	4.3e-190	528.0	COG1596@1|root,COG1596@2|Bacteria,4NNJT@976|Bacteroidetes,2FMYU@200643|Bacteroidia,22WFJ@171551|Porphyromonadaceae	976|Bacteroidetes	M	BexD CtrA VexA family polysaccharide export protein	-	-	-	ko:K01991	ko02026,map02026	-	-	-	ko00000,ko00001,ko02000	1.B.18	-	-	Poly_export,SLBB
Pd_00018	435591.BDI_0018	0.0	1488.0	COG0489@1|root,COG3206@1|root,COG0489@2|Bacteria,COG3206@2|Bacteria,4NEXU@976|Bacteroidetes,2FM9K@200643|Bacteroidia,22X1F@171551|Porphyromonadaceae	976|Bacteroidetes	DM	Chain length determinant protein	-	-	-	-	-	-	-	-	-	-	-	-	AAA_31,CbiA,GNVR,Wzz
Pd_00019	435591.BDI_0019	7.49e-180	499.0	COG4464@1|root,COG4464@2|Bacteria,4NMUT@976|Bacteroidetes,2FNRW@200643|Bacteroidia	976|Bacteroidetes	GM	COG4464 Capsular polysaccharide biosynthesis protein	-	-	-	-	-	-	-	-	-	-	-	-	-
Pd_00020	435591.BDI_0021	9.54e-128	362.0	COG3023@1|root,COG3023@2|Bacteria,4P3D9@976|Bacteroidetes,2FS2P@200643|Bacteroidia,231RR@171551|Porphyromonadaceae	976|Bacteroidetes	V	N-acetylmuramoyl-L-alanine amidase	-	-	-	-	-	-	-	-	-	-	-	-	Amidase_2
Pd_00021	435591.BDI_0022	2.22e-108	312.0	COG0776@1|root,COG0776@2|Bacteria	2|Bacteria	L	regulation of translation	-	-	-	-	-	-	-	-	-	-	-	-	Bac_DNA_binding
Pd_00023	1410608.JNKX01000003_gene1978	4.18e-13	65.1	298PA@1|root,342KM@2|Bacteria,4P4HN@976|Bacteroidetes,2FU6Y@200643|Bacteroidia,4ARXA@815|Bacteroidaceae	976|Bacteroidetes	S	Domain of unknown function (DUF4248)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4248
Pd_00025	435591.BDI_0025	2.93e-303	825.0	COG0677@1|root,COG0677@2|Bacteria,4NDTW@976|Bacteroidetes,2FMSD@200643|Bacteroidia,22WMZ@171551|Porphyromonadaceae	976|Bacteroidetes	M	Belongs to the UDP-glucose GDP-mannose dehydrogenase family	-	-	1.1.1.336	ko:K02472	ko00520,ko05111,map00520,map05111	-	R03317	RC00291	ko00000,ko00001,ko01000	-	-	-	UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N
Pd_00026	435591.BDI_0026	2.95e-239	657.0	COG0451@1|root,COG0451@2|Bacteria,4NEKA@976|Bacteroidetes,2FMUU@200643|Bacteroidia,22WFD@171551|Porphyromonadaceae	976|Bacteroidetes	M	NAD dependent epimerase dehydratase family	wbpP	-	5.1.3.2,5.1.3.7	ko:K01784,ko:K02473	ko00052,ko00520,ko01100,map00052,map00520,map01100	M00361,M00362,M00632	R00291,R00418,R02984	RC00289	ko00000,ko00001,ko00002,ko01000	-	-	-	Epimerase,GDP_Man_Dehyd
Pd_00027	435591.BDI_0027	2.67e-312	850.0	COG0677@1|root,COG0677@2|Bacteria,4NDTW@976|Bacteroidetes,2FMXE@200643|Bacteroidia,22W6E@171551|Porphyromonadaceae	976|Bacteroidetes	M	Belongs to the UDP-glucose GDP-mannose dehydrogenase family	wbpO	-	1.1.1.136	ko:K02474,ko:K13015	ko00520,map00520	-	R00421,R06894	RC00291	ko00000,ko00001,ko01000,ko01005	-	-	-	UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N
Pd_00028	435591.BDI_0028	1.5e-231	635.0	COG0223@1|root,COG0223@2|Bacteria,4NUJG@976|Bacteroidetes,2FU0N@200643|Bacteroidia	976|Bacteroidetes	J	Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus	-	-	-	-	-	-	-	-	-	-	-	-	Formyl_trans_N
Pd_00029	435591.BDI_0029	1.75e-278	760.0	COG3919@1|root,COG3919@2|Bacteria,4P0MU@976|Bacteroidetes,2FR50@200643|Bacteroidia	976|Bacteroidetes	F	Involved in the de novo purine biosynthesis. Catalyzes the transfer of formate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR). Formate is provided by PurU via hydrolysis of 10-formyl-tetrahydrofolate	-	-	6.3.1.12	ko:K17810	-	-	-	-	ko00000,ko01000	-	-	-	ATP-grasp
Pd_00030	435591.BDI_0030	4.01e-111	322.0	COG0110@1|root,COG0110@2|Bacteria,4NMHW@976|Bacteroidetes,2FPDD@200643|Bacteroidia,22YXU@171551|Porphyromonadaceae	976|Bacteroidetes	S	Bacterial transferase hexapeptide (six repeats)	-	-	-	-	-	-	-	-	-	-	-	-	Hexapep
Pd_00031	435591.BDI_0031	0.0	899.0	COG2244@1|root,COG2244@2|Bacteria,4NFKD@976|Bacteroidetes,2FNDA@200643|Bacteroidia,22WCM@171551|Porphyromonadaceae	976|Bacteroidetes	S	Polysaccharide biosynthesis protein	-	-	-	-	-	-	-	-	-	-	-	-	Polysacc_synt_3,Polysacc_synt_C
Pd_00032	435591.BDI_0032	1.84e-179	498.0	COG0110@1|root,COG0110@2|Bacteria,4NTBX@976|Bacteroidetes,2FRAS@200643|Bacteroidia	976|Bacteroidetes	S	Bacterial transferase hexapeptide repeat protein	-	-	-	-	-	-	-	-	-	-	-	-	Hexapep,Hexapep_2
Pd_00033	435591.BDI_0033	2.36e-272	744.0	COG0438@1|root,COG0438@2|Bacteria,4NKCQ@976|Bacteroidetes	976|Bacteroidetes	M	Glycosyl transferases group 1	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_trans_1_4,Glycos_transf_1
Pd_00034	435591.BDI_0034	1.42e-291	794.0	COG0438@1|root,COG0438@2|Bacteria	2|Bacteria	M	transferase activity, transferring glycosyl groups	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_trans_1_4,Glycos_transf_1
Pd_00037	435591.BDI_0037	7.86e-243	665.0	COG2348@1|root,COG2348@2|Bacteria	2|Bacteria	V	transferase activity, transferring amino-acyl groups	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_6,FemAB
Pd_00038	435591.BDI_0038	5.53e-205	566.0	COG0726@1|root,COG0726@2|Bacteria,4NM1N@976|Bacteroidetes,2G35C@200643|Bacteroidia,22YX3@171551|Porphyromonadaceae	976|Bacteroidetes	G	Polysaccharide deacetylase	-	-	-	-	-	-	-	-	-	-	-	-	Polysacc_deac_1
Pd_00039	435591.BDI_0039	1.8e-272	744.0	COG0438@1|root,COG0438@2|Bacteria,4NMSN@976|Bacteroidetes,2G2SU@200643|Bacteroidia,231JN@171551|Porphyromonadaceae	976|Bacteroidetes	M	Glycosyl transferases group 1	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_1
Pd_00040	435591.BDI_0040	7.66e-116	331.0	COG1045@1|root,COG1045@2|Bacteria,4NVDC@976|Bacteroidetes,2FTWI@200643|Bacteroidia,22ZA7@171551|Porphyromonadaceae	976|Bacteroidetes	E	Bacterial transferase hexapeptide (six repeats)	-	-	2.3.1.30	ko:K00640,ko:K03819	ko00270,ko00920,ko01100,ko01110,ko01120,ko01200,ko01230,ko05111,map00270,map00920,map01100,map01110,map01120,map01200,map01230,map05111	M00021	R00586	RC00004,RC00041	ko00000,ko00001,ko00002,ko01000	-	-	-	Hexapep
Pd_00041	435591.BDI_0041	2.71e-306	832.0	COG1331@1|root,COG1331@2|Bacteria,4NIPN@976|Bacteroidetes,2FMQK@200643|Bacteroidia,22WWP@171551|Porphyromonadaceae	976|Bacteroidetes	O	Highly conserved protein containing a thioredoxin domain	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_88
Pd_00042	435591.BDI_0042	1.11e-172	481.0	COG1922@1|root,COG1922@2|Bacteria,4NJGT@976|Bacteroidetes,2FPBY@200643|Bacteroidia,22XHN@171551|Porphyromonadaceae	976|Bacteroidetes	M	Belongs to the glycosyltransferase 26 family	-	-	2.4.1.180	ko:K02852	-	-	-	-	ko00000,ko01000,ko01003	-	GT26	-	Glyco_tran_WecB
Pd_00043	435591.BDI_0043	1.4e-282	771.0	COG0381@1|root,COG0381@2|Bacteria,4NGBD@976|Bacteroidetes,2FM5D@200643|Bacteroidia,22W64@171551|Porphyromonadaceae	976|Bacteroidetes	G	UDP-N-acetylglucosamine 2-epimerase	-	-	5.1.3.14	ko:K01791	ko00520,ko01100,ko05111,map00520,map01100,map05111	M00362	R00420	RC00290	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Epimerase_2
Pd_00044	435591.BDI_0044	5.32e-48	153.0	COG0438@1|root,COG0438@2|Bacteria	2|Bacteria	M	transferase activity, transferring glycosyl groups	cps4F	-	-	-	-	-	-	-	-	-	-	-	Glyco_trans_1_4,Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1
Pd_00045	435591.BDI_0576	2.03e-27	104.0	COG0211@1|root,COG0211@2|Bacteria	2|Bacteria	J	Belongs to the bacterial ribosomal protein bL27 family	-	-	-	-	-	-	-	-	-	-	-	-	-
Pd_00046	435591.BDI_0046	9.37e-256	700.0	COG1216@1|root,COG1216@2|Bacteria,4NFP0@976|Bacteroidetes,2FN97@200643|Bacteroidia,22WGJ@171551|Porphyromonadaceae	976|Bacteroidetes	S	glycosyl transferase family 2	-	-	-	ko:K07011	-	-	-	-	ko00000	-	-	-	Glycos_transf_2
Pd_00047	435591.BDI_0047	1.88e-221	609.0	COG1560@1|root,COG1560@2|Bacteria,4NGQU@976|Bacteroidetes,2FPU3@200643|Bacteroidia,22WWZ@171551|Porphyromonadaceae	976|Bacteroidetes	M	Lipid A Biosynthesis	waaM	-	2.3.1.241	ko:K02517	ko00540,ko01100,map00540,map01100	M00060	R05146	RC00037,RC00039	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Lip_A_acyltrans
Pd_00048	435591.BDI_0048	0.0	887.0	COG0621@1|root,COG0621@2|Bacteria,4NE0R@976|Bacteroidetes,2FM1T@200643|Bacteroidia,22XEW@171551|Porphyromonadaceae	976|Bacteroidetes	J	Fe-S oxidoreductase	yqeV	-	2.8.4.5	ko:K18707	-	-	R10649	RC00003,RC03221	ko00000,ko01000,ko03016	-	-	-	Radical_SAM,UPF0004
Pd_00049	435591.BDI_0049	1.59e-270	738.0	COG3391@1|root,COG3391@2|Bacteria	2|Bacteria	CO	amine dehydrogenase activity	-	-	-	-	-	-	-	-	-	-	-	-	DUF5128
Pd_00050	435591.BDI_0050	0.0	1164.0	COG3525@1|root,COG3525@2|Bacteria,4NE08@976|Bacteroidetes,2FNAR@200643|Bacteroidia,22WBH@171551|Porphyromonadaceae	976|Bacteroidetes	G	Glycosyl hydrolase family 20, catalytic domain	-	-	3.2.1.52	ko:K12373	ko00511,ko00513,ko00520,ko00531,ko00603,ko00604,ko01100,ko04142,map00511,map00513,map00520,map00531,map00603,map00604,map01100,map04142	M00079	R00022,R06004,R11316	RC00049	ko00000,ko00001,ko00002,ko01000,ko03110	-	GH20	-	CHB_HEX_C_1,Glyco_hydro_20,Glyco_hydro_20b
Pd_00051	435591.BDI_0051	0.0	1117.0	COG1022@1|root,COG1022@2|Bacteria,4NGFQ@976|Bacteroidetes,2FN1X@200643|Bacteroidia,22W8F@171551|Porphyromonadaceae	976|Bacteroidetes	I	Long-chain fatty acid--CoA ligase	-	-	6.2.1.3	ko:K01897	ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920	M00086	R01280	RC00004,RC00014	ko00000,ko00001,ko00002,ko01000,ko01004,ko04147	4.C.1.1	-	-	AMP-binding
Pd_00053	435591.BDI_0053	0.0	1422.0	COG1629@1|root,COG1629@2|Bacteria,COG4771@2|Bacteria,4P0XV@976|Bacteroidetes,2FWCI@200643|Bacteroidia,22ZUA@171551|Porphyromonadaceae	976|Bacteroidetes	P	Outer membrane protein beta-barrel family	-	-	-	-	-	-	-	-	-	-	-	-	OMP_b-brl_3
Pd_00054	435591.BDI_0054	0.0	879.0	COG1252@1|root,COG1252@2|Bacteria,4NE0H@976|Bacteroidetes,2FNZW@200643|Bacteroidia,22XA9@171551|Porphyromonadaceae	976|Bacteroidetes	C	NADH dehydrogenase	ndh	-	1.6.99.3	ko:K03885	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2
Pd_00056	435591.BDI_0055	1.77e-198	550.0	COG2207@1|root,COG2207@2|Bacteria,4P4BT@976|Bacteroidetes,2FRD3@200643|Bacteroidia,231DS@171551|Porphyromonadaceae	976|Bacteroidetes	K	helix_turn_helix, arabinose operon control protein	-	-	-	ko:K20968	ko02025,map02025	-	-	-	ko00000,ko00001,ko03000	-	-	-	HTH_18
Pd_00057	435591.BDI_0056	0.0	987.0	COG1649@1|root,COG1649@2|Bacteria,4NJ45@976|Bacteroidetes,2FMC1@200643|Bacteroidia,22WYA@171551|Porphyromonadaceae	976|Bacteroidetes	S	Pfam:DUF303	-	-	3.1.1.53	ko:K05970	-	-	-	-	ko00000,ko01000	-	-	-	SASA
Pd_00058	435591.BDI_0057	8.47e-311	844.0	COG2942@1|root,COG2942@2|Bacteria,4NEH7@976|Bacteroidetes,2FM9N@200643|Bacteroidia,22X27@171551|Porphyromonadaceae	976|Bacteroidetes	G	Catalyzes the reversible epimerization of cellobiose to 4-O-beta-D-glucopyranosyl-D-mannose (Glc-Man)	bfce	-	5.1.3.11	ko:K16213	-	-	R01445,R10810	RC00289	ko00000,ko01000	-	-	-	GlcNAc_2-epim
Pd_00059	435591.BDI_0058	0.0	907.0	COG2211@1|root,COG2211@2|Bacteria,4NE3B@976|Bacteroidetes,2FPMF@200643|Bacteroidia,22VUF@171551|Porphyromonadaceae	976|Bacteroidetes	G	MFS/sugar transport protein	yicJ_1	-	-	ko:K03292	-	-	-	-	ko00000	2.A.2	-	-	MFS_2
Pd_00060	435591.BDI_0059	7.99e-300	815.0	COG2152@1|root,COG2152@2|Bacteria,4NGA2@976|Bacteroidetes,2FMJR@200643|Bacteroidia,22WMJ@171551|Porphyromonadaceae	976|Bacteroidetes	G	Converts 4-O-beta-D-mannopyranosyl-D-glucopyranose (Man- Glc) to mannose 1-phosphate (Man1P) and glucose	-	-	2.4.1.281	ko:K16212	-	-	R09943	RC00049	ko00000,ko01000	-	-	-	Glyco_hydro_130
Pd_00061	435591.BDI_0060	1.45e-284	775.0	COG4124@1|root,COG4124@2|Bacteria,4NEZG@976|Bacteroidetes,2FPAD@200643|Bacteroidia,22XVD@171551|Porphyromonadaceae	976|Bacteroidetes	G	Belongs to the glycosyl hydrolase 26 family	-	-	3.2.1.78	ko:K01218,ko:K19355	ko00051,ko02024,map00051,map02024	-	R01332	RC00467	ko00000,ko00001,ko01000	-	GH26	-	Glyco_hydro_26
Pd_00062	1122931.AUAE01000005_gene3485	1.57e-15	71.6	2EI53@1|root,33BWF@2|Bacteria,4NYEX@976|Bacteroidetes,2FVK4@200643|Bacteroidia	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pd_00064	435591.BDI_0062	0.0	1016.0	COG0823@1|root,COG0823@2|Bacteria,4NGH4@976|Bacteroidetes,2FN8G@200643|Bacteroidia,22Z72@171551|Porphyromonadaceae	976|Bacteroidetes	U	WD40-like Beta Propeller Repeat	-	-	-	-	-	-	-	-	-	-	-	-	PD40
Pd_00065	435591.BDI_0063	0.0	1200.0	28KYZ@1|root,2ZAEB@2|Bacteria,4NHBZ@976|Bacteroidetes,2FP4X@200643|Bacteroidia,22ZDC@171551|Porphyromonadaceae	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score 10.00	-	-	-	-	-	-	-	-	-	-	-	-	-
Pd_00066	435591.BDI_0064	0.0	1014.0	COG0823@1|root,COG0823@2|Bacteria,4NGH4@976|Bacteroidetes,2FN8G@200643|Bacteroidia,22Z6E@171551|Porphyromonadaceae	976|Bacteroidetes	U	WD40-like Beta Propeller Repeat	-	-	-	-	-	-	-	-	-	-	-	-	PD40
Pd_00067	435591.BDI_0065	0.0	1044.0	28KYZ@1|root,2Z8XP@2|Bacteria,4NJNC@976|Bacteroidetes,2FQ6U@200643|Bacteroidia	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pd_00068	435591.BDI_0066	3.47e-142	401.0	COG0526@1|root,COG0526@2|Bacteria	2|Bacteria	CO	cell redox homeostasis	soxS	-	-	ko:K03671	ko04621,ko05418,map04621,map05418	-	-	-	ko00000,ko00001,ko03110	-	-	-	DUF4369,Thioredoxin
Pd_00069	435591.BDI_0067	1.05e-276	756.0	COG4992@1|root,COG4992@2|Bacteria,4NE0Z@976|Bacteroidetes,2FNR5@200643|Bacteroidia,22VXR@171551|Porphyromonadaceae	976|Bacteroidetes	E	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	argD	-	2.6.1.11,2.6.1.17	ko:K00821	ko00220,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00220,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00028,M00845	R02283,R04475	RC00006,RC00062	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_3
Pd_00070	435591.BDI_0068	5.31e-241	661.0	COG0002@1|root,COG0002@2|Bacteria,4NEQR@976|Bacteroidetes,2FMWZ@200643|Bacteroidia,22WTC@171551|Porphyromonadaceae	976|Bacteroidetes	E	Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde	argC	-	1.2.1.38	ko:K00145	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028,M00845	R03443	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	-	Semialdhyde_dh,Semialdhyde_dhC
Pd_00071	435591.BDI_0069	2.37e-292	797.0	COG0137@1|root,COG0137@2|Bacteria,4NE3R@976|Bacteroidetes,2FMRA@200643|Bacteroidia,22X17@171551|Porphyromonadaceae	976|Bacteroidetes	E	argininosuccinate synthase	argG	-	6.3.4.5	ko:K01940	ko00220,ko00250,ko01100,ko01110,ko01130,ko01230,ko05418,map00220,map00250,map01100,map01110,map01130,map01230,map05418	M00029,M00844,M00845	R01954	RC00380,RC00629	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Arginosuc_synth
Pd_00072	435591.BDI_0070	3.22e-141	398.0	COG1246@1|root,COG1246@2|Bacteria,4NGXY@976|Bacteroidetes,2FN6P@200643|Bacteroidia,22XAD@171551|Porphyromonadaceae	976|Bacteroidetes	E	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
Pd_00073	435591.BDI_0071	5.58e-99	287.0	COG1438@1|root,COG1438@2|Bacteria,4NSSS@976|Bacteroidetes,2FR3Q@200643|Bacteroidia,22YDN@171551|Porphyromonadaceae	976|Bacteroidetes	K	Regulates arginine biosynthesis genes	argR	-	-	ko:K03402	-	-	-	-	ko00000,ko03000	-	-	-	Arg_repressor,Arg_repressor_C
