## Mon Sep  5 19:14:30 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2ya2ltn_ --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2ya2ltn_ --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_2ya2ltn_/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Bv_00011	435590.BVU_0010	6.36e-162	453.0	2FK1N@1|root,34BPV@2|Bacteria,4P6J1@976|Bacteroidetes,2FQDC@200643|Bacteroidia,4APS5@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bv_00012	435590.BVU_0011	8.85e-92	269.0	COG0359@1|root,COG0359@2|Bacteria,4NNRP@976|Bacteroidetes,2FSTU@200643|Bacteroidia,4AQJ1@815|Bacteroidaceae	976|Bacteroidetes	J	binds to the 23S rRNA	rplI	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02939	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L9_C,Ribosomal_L9_N
Bv_00013	1121094.KB894643_gene1964	5.85e-56	174.0	COG0238@1|root,COG0238@2|Bacteria,4NSAR@976|Bacteroidetes,2FT22@200643|Bacteroidia,4ARBM@815|Bacteroidaceae	976|Bacteroidetes	J	Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit	rpsR	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02963	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S18
Bv_00014	435590.BVU_0013	4.38e-74	222.0	COG0360@1|root,COG0360@2|Bacteria,4NQ9W@976|Bacteroidetes,2FSHK@200643|Bacteroidia,4AQYI@815|Bacteroidaceae	976|Bacteroidetes	J	Binds together with S18 to 16S ribosomal RNA	rpsF	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015935,GO:0019843,GO:0022626,GO:0022627,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070181,GO:0097159,GO:1901363,GO:1990904	-	ko:K02990	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko03029	-	-	-	Ribosomal_S6
Bv_00015	357276.EL88_15910	1.12e-99	289.0	COG1846@1|root,COG1846@2|Bacteria,4NSNN@976|Bacteroidetes,2FNRD@200643|Bacteroidia,4AKMZ@815|Bacteroidaceae	976|Bacteroidetes	K	Transcriptional regulator, MarR family	ohrR	-	-	-	-	-	-	-	-	-	-	-	MarR,MarR_2
Bv_00016	1235788.C802_02633	3.21e-29	104.0	2A7KA@1|root,30WI8@2|Bacteria,4P9XY@976|Bacteroidetes,2FUN8@200643|Bacteroidia,4AS70@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bv_00017	1122971.BAME01000003_gene370	1.55e-166	465.0	COG0745@1|root,COG0745@2|Bacteria,4NF1I@976|Bacteroidetes,2FNZV@200643|Bacteroidia,22WBV@171551|Porphyromonadaceae	976|Bacteroidetes	K	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	rprY	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
Bv_00018	357276.EL88_15925	0.0	1025.0	COG0642@1|root,COG2205@2|Bacteria,4NEFW@976|Bacteroidetes,2FPG5@200643|Bacteroidia,4AKM4@815|Bacteroidaceae	976|Bacteroidetes	T	two-component regulatory system, sensor kinase protein	rprX	-	2.7.13.3	ko:K07636	ko02020,map02020	M00434	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HisKA
Bv_00019	435590.BVU_0017	0.0	1441.0	COG0480@1|root,COG0480@2|Bacteria,4NG4H@976|Bacteroidetes,2FN1G@200643|Bacteroidia,4AMQX@815|Bacteroidaceae	976|Bacteroidetes	J	Psort location Cytoplasmic, score 9.26	fusA2	-	-	ko:K02355	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2
Bv_00021	435590.BVU_0018	1.15e-285	778.0	COG0635@1|root,COG0635@2|Bacteria,4NFEE@976|Bacteroidetes,2FPFC@200643|Bacteroidia,4AKQX@815|Bacteroidaceae	976|Bacteroidetes	H	Involved in the biosynthesis of porphyrin-containing compound	hemN	-	-	-	-	-	-	-	-	-	-	-	HemN_C,Radical_SAM
Bv_00023	435590.BVU_0019	7.21e-301	820.0	COG1629@1|root,COG4771@2|Bacteria,4NF4B@976|Bacteroidetes,2FM7I@200643|Bacteroidia,4AKRS@815|Bacteroidaceae	976|Bacteroidetes	P	TonB-dependent receptor	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,Plug,STN,TonB_dep_Rec
Bv_00024	435591.BDI_3256	1.13e-220	608.0	COG3039@1|root,COG3039@2|Bacteria,4NGY9@976|Bacteroidetes,2FM32@200643|Bacteroidia,22ZF3@171551|Porphyromonadaceae	976|Bacteroidetes	L	Transposase DDE domain	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1_3
Bv_00025	435590.BVU_0021	0.0	1004.0	COG1629@1|root,COG4771@2|Bacteria,4NF4B@976|Bacteroidetes,2FM7I@200643|Bacteroidia,4AKRS@815|Bacteroidaceae	976|Bacteroidetes	P	TonB-dependent receptor	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,Plug,STN,TonB_dep_Rec
Bv_00026	435590.BVU_0022	6.76e-247	676.0	2EU8H@1|root,33MQX@2|Bacteria,4NY8F@976|Bacteroidetes,2FQF7@200643|Bacteroidia,4ANMG@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG27441 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	DUF4249
Bv_00027	435590.BVU_0023	1.83e-141	400.0	COG1595@1|root,COG1595@2|Bacteria,4NR0P@976|Bacteroidetes,2FN1H@200643|Bacteroidia,4AKR9@815|Bacteroidaceae	976|Bacteroidetes	K	RNA polymerase sigma-70 factor	-	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4_2
Bv_00028	435590.BVU_0024	2.85e-89	262.0	29FUY@1|root,302SM@2|Bacteria,4PJTB@976|Bacteroidetes,2FSZQ@200643|Bacteroidia,4AR0F@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bv_00029	435590.BVU_0025	5.33e-212	585.0	COG3712@1|root,COG3712@2|Bacteria,4P1PI@976|Bacteroidetes,2FR0V@200643|Bacteroidia,4ANKA@815|Bacteroidaceae	976|Bacteroidetes	PT	Domain of unknown function (DUF4974)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4974,FecR
Bv_00030	435590.BVU_0026	0.0	1811.0	COG1629@1|root,COG4771@2|Bacteria,4NF4B@976|Bacteroidetes,2FM7I@200643|Bacteroidia,4AKRS@815|Bacteroidaceae	976|Bacteroidetes	P	TonB-dependent receptor	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,Plug,STN,TonB_dep_Rec
Bv_00031	435590.BVU_0027	2.37e-250	686.0	2EU8H@1|root,33MQX@2|Bacteria,4NY8F@976|Bacteroidetes,2FQF7@200643|Bacteroidia,4ANMG@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG27441 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	DUF4249
Bv_00032	435590.BVU_0028	0.0	1338.0	COG3250@1|root,COG3250@2|Bacteria,4NEDP@976|Bacteroidetes,2G05U@200643|Bacteroidia,4AWF6@815|Bacteroidaceae	976|Bacteroidetes	G	Glycosyl hydrolase family 2, sugar binding domain protein	-	-	3.1.1.53	ko:K05970	-	-	-	-	ko00000,ko01000	-	-	-	Glyco_hydro_2_N,SASA
Bv_00033	435590.BVU_0029	0.0	1437.0	COG3661@1|root,COG3661@2|Bacteria,4NHE2@976|Bacteroidetes,2FMAB@200643|Bacteroidia,4AN2D@815|Bacteroidaceae	976|Bacteroidetes	G	Alpha-glucuronidase	aguA	-	3.2.1.139	ko:K01235	-	-	-	-	ko00000,ko01000	-	-	-	Glyco_hydro_67C,Glyco_hydro_67M,Glyco_hydro_67N
Bv_00034	435590.BVU_0030	0.0	1788.0	2DB7A@1|root,2Z7KK@2|Bacteria,4NGC2@976|Bacteroidetes,2FMN6@200643|Bacteroidia,4AKI8@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG06097 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_115,Glyco_hydro_67N
Bv_00035	435590.BVU_0031	0.0	1116.0	COG3507@1|root,COG3507@2|Bacteria,4NEVJ@976|Bacteroidetes,2G2PB@200643|Bacteroidia,4AMA3@815|Bacteroidaceae	976|Bacteroidetes	G	candidate polyfunctional acetylxylan esterase b-xylosidase A-L-arabinofuranosidase, CBM9 module, glycoside hydrolase family 43 protein and carbohydrate esterase family 6 protein	-	-	-	-	-	-	-	-	-	-	-	-	Esterase,Glyco_hydro_43
Bv_00036	435590.BVU_0032	0.0	1784.0	COG2382@1|root,COG3507@1|root,COG2382@2|Bacteria,COG3507@2|Bacteria,4NF50@976|Bacteroidetes,2G09S@200643|Bacteroidia,4AV6C@815|Bacteroidaceae	976|Bacteroidetes	P	Putative esterase	-	-	-	ko:K07214	-	-	-	-	ko00000	-	-	-	CBM_6,Esterase,Glyco_hydro_43,SASA
Bv_00037	435590.BVU_0033	0.0	2488.0	COG0745@1|root,COG3292@1|root,COG5002@1|root,COG0745@2|Bacteria,COG3292@2|Bacteria,COG5002@2|Bacteria,4P0IA@976|Bacteroidetes,2FWSR@200643|Bacteroidia,4AV24@815|Bacteroidaceae	976|Bacteroidetes	T	ATPase histidine kinase DNA gyrase B HSP90 domain protein	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HTH_18,HisKA,Reg_prop,Response_reg,Y_Y_Y
Bv_00038	435590.BVU_0034	0.0	1030.0	COG4974@1|root,COG4974@2|Bacteria,4NEK2@976|Bacteroidetes,2FMJC@200643|Bacteroidia,4AM5T@815|Bacteroidaceae	976|Bacteroidetes	L	Transposase C of IS166 homeodomain	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_IS66,DDE_Tnp_IS66_C,LZ_Tnp_IS66,zf-IS66
Bv_00039	435590.BVU_0035	6.23e-123	350.0	2A0IZ@1|root,30NP5@2|Bacteria,4PB4Z@976|Bacteroidetes,2FYEX@200643|Bacteroidia,4AU2S@815|Bacteroidaceae	976|Bacteroidetes	S	IS66 Orf2 like protein	-	-	-	-	-	-	-	-	-	-	-	-	TnpB_IS66
Bv_00040	435590.BVU_0037	0.0	1338.0	COG0436@1|root,COG0436@2|Bacteria,4NEN3@976|Bacteroidetes,2FPXS@200643|Bacteroidia,4ANXF@815|Bacteroidaceae	976|Bacteroidetes	E	Pfam:SusD	-	-	-	ko:K21572	-	-	-	-	ko00000,ko02000	8.A.46.1,8.A.46.3	-	-	SusD-like_3,SusD_RagB
Bv_00041	435590.BVU_0038	0.0	2085.0	COG4206@1|root,COG4206@2|Bacteria,4P258@976|Bacteroidetes,2FW53@200643|Bacteroidia,4AWE5@815|Bacteroidaceae	976|Bacteroidetes	P	TonB-linked outer membrane protein, SusC RagA family	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,Plug,TonB_dep_Rec
Bv_00042	435590.BVU_0039	0.0	1215.0	COG3507@1|root,COG3507@2|Bacteria,4NGA5@976|Bacteroidetes,2FMIM@200643|Bacteroidia,4AM2W@815|Bacteroidaceae	976|Bacteroidetes	G	Belongs to the glycosyl hydrolase 43 family	xylB	-	3.2.1.37,3.2.1.55	ko:K01198,ko:K01209	ko00520,ko01100,map00520,map01100	-	R01433,R01762	RC00467	ko00000,ko00001,ko01000	-	GH43,GH51	-	Glyco_hydro_43
Bv_00043	435590.BVU_0040	9.68e-258	703.0	COG3507@1|root,COG3507@2|Bacteria,4NEWE@976|Bacteroidetes,2FP6M@200643|Bacteroidia,4AP8C@815|Bacteroidaceae	976|Bacteroidetes	G	Belongs to the glycosyl hydrolase 43 family	xynB	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_43
Bv_00044	435590.BVU_0041	1.24e-283	773.0	COG3693@1|root,COG3693@2|Bacteria,4NE5Z@976|Bacteroidetes,2G2PS@200643|Bacteroidia,4AW2M@815|Bacteroidaceae	976|Bacteroidetes	G	Beta-xylanase	xynA	-	3.2.1.8	ko:K01181	-	-	-	-	ko00000,ko01000	-	-	-	Glyco_hydro_10
Bv_00045	435590.BVU_0042	2.27e-221	611.0	COG3547@1|root,COG3547@2|Bacteria,4NF2F@976|Bacteroidetes,2FRJ3@200643|Bacteroidia,4AVNB@815|Bacteroidaceae	976|Bacteroidetes	L	Transposase IS116/IS110/IS902 family	-	-	-	-	-	-	-	-	-	-	-	-	DEDD_Tnp_IS110,Transposase_20
Bv_00046	435590.BVU_0043	0.0	959.0	COG2211@1|root,COG2211@2|Bacteria,4NE3B@976|Bacteroidetes,2FPMF@200643|Bacteroidia,4AKQ0@815|Bacteroidaceae	976|Bacteroidetes	G	Psort location CytoplasmicMembrane, score 10.00	gph	-	-	ko:K03292	-	-	-	-	ko00000	2.A.2	-	-	MFS_2
Bv_00047	435590.BVU_0044	7e-205	565.0	COG2273@1|root,COG2273@2|Bacteria,4NGMJ@976|Bacteroidetes,2FQ32@200643|Bacteroidia,4ANJ3@815|Bacteroidaceae	976|Bacteroidetes	G	Glycosyl hydrolase family 16	bglA_1	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_16
Bv_00048	435591.BDI_3256	1.13e-220	608.0	COG3039@1|root,COG3039@2|Bacteria,4NGY9@976|Bacteroidetes,2FM32@200643|Bacteroidia,22ZF3@171551|Porphyromonadaceae	976|Bacteroidetes	L	Transposase DDE domain	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1_3
Bv_00049	435590.BVU_0046	0.0	917.0	COG1109@1|root,COG1109@2|Bacteria,4NG3H@976|Bacteroidetes,2FM6E@200643|Bacteroidia,4ANM1@815|Bacteroidaceae	976|Bacteroidetes	G	Psort location Cytoplasmic, score 8.96	glmM	-	5.4.2.8	ko:K01840	ko00051,ko00520,ko01100,ko01110,ko01130,map00051,map00520,map01100,map01110,map01130	M00114	R01818	RC00408	ko00000,ko00001,ko00002,ko01000	-	-	-	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV
Bv_00050	435590.BVU_0047	3.86e-149	419.0	2BU91@1|root,32PII@2|Bacteria,4NS5T@976|Bacteroidetes,2FMN1@200643|Bacteroidia,4APQS@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG30041 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	DUF4827
Bv_00051	435590.BVU_0048	1.19e-256	702.0	COG0618@1|root,COG0618@2|Bacteria,4NEXE@976|Bacteroidetes,2FP4J@200643|Bacteroidia,4AKZU@815|Bacteroidaceae	976|Bacteroidetes	S	DHH family	nrnA	-	3.1.13.3,3.1.3.7	ko:K06881	ko00920,ko01100,ko01120,map00920,map01100,map01120	-	R00188,R00508	RC00078	ko00000,ko00001,ko01000,ko03400	-	-	-	DHH,DHHA1
Bv_00052	435590.BVU_0049	0.0	1269.0	COG0658@1|root,COG0658@2|Bacteria,4NEJH@976|Bacteroidetes,2FPT6@200643|Bacteroidia,4AM2E@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score 10.00	comEC	-	-	ko:K02238	-	M00429	-	-	ko00000,ko00002,ko02044	3.A.11.1,3.A.11.2	-	-	Competence,DUF4131
Bv_00053	435590.BVU_0050	6.65e-153	429.0	COG0036@1|root,COG0036@2|Bacteria,4NDXB@976|Bacteroidetes,2FM7Z@200643|Bacteroidia,4AN23@815|Bacteroidaceae	976|Bacteroidetes	G	Psort location Cytoplasmic, score 8.96	rpe	-	5.1.3.1	ko:K01783	ko00030,ko00040,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007	R01529	RC00540	ko00000,ko00001,ko00002,ko01000	-	-	-	Ribul_P_3_epim
Bv_00054	435590.BVU_0051	2.64e-303	828.0	COG3147@1|root,COG3147@2|Bacteria,4NNJF@976|Bacteroidetes,2G0CD@200643|Bacteroidia,4AW5Z@815|Bacteroidaceae	976|Bacteroidetes	S	Outer membrane protein beta-barrel domain	-	-	-	-	-	-	-	-	-	-	-	-	OMP_b-brl,OMP_b-brl_2
Bv_00055	435590.BVU_0052	6.35e-126	358.0	COG1595@1|root,COG1595@2|Bacteria,4NQCH@976|Bacteroidetes,2G2VX@200643|Bacteroidia,4AW60@815|Bacteroidaceae	976|Bacteroidetes	K	Belongs to the sigma-70 factor family. ECF subfamily	-	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4_2
Bv_00056	435590.BVU_0053	1.63e-188	523.0	2CJZ2@1|root,33QJT@2|Bacteria,4NZXI@976|Bacteroidetes,2FU76@200643|Bacteroidia,4ARRK@815|Bacteroidaceae	976|Bacteroidetes	S	NigD-like N-terminal OB domain	-	-	-	-	-	-	-	-	-	-	-	-	NigD_C,NigD_N
Bv_00057	435590.BVU_0054	2.02e-221	612.0	COG0223@1|root,COG0223@2|Bacteria,4NE8U@976|Bacteroidetes,2FN5I@200643|Bacteroidia,4AK9U@815|Bacteroidaceae	976|Bacteroidetes	J	Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus	fmt	GO:0003674,GO:0003824,GO:0004479,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006413,GO:0006464,GO:0006518,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016741,GO:0016742,GO:0019538,GO:0019988,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0036211,GO:0043043,GO:0043170,GO:0043412,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0046483,GO:0071704,GO:0071951,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	2.1.2.9	ko:K00604	ko00670,ko00970,map00670,map00970	-	R03940	RC00026,RC00165	ko00000,ko00001,ko01000	-	-	-	Formyl_trans_C,Formyl_trans_N
Bv_00058	435590.BVU_0055	0.0	1170.0	COG0038@1|root,COG0517@1|root,COG0038@2|Bacteria,COG0517@2|Bacteria,4NFCF@976|Bacteroidetes,2FNDY@200643|Bacteroidia,4AMXF@815|Bacteroidaceae	976|Bacteroidetes	P	Psort location CytoplasmicMembrane, score 10.00	clcB	-	-	ko:K03281	-	-	-	-	ko00000	2.A.49	-	-	CBS,Voltage_CLC
