## Mon Sep  5 19:11:10 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_k4wufln6 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_k4wufln6 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_k4wufln6/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Bu_00013	411479.BACUNI_00019	1.22e-73	220.0	COG4185@1|root,COG4185@2|Bacteria,4NNKA@976|Bacteroidetes,2FQ6Z@200643|Bacteroidia,4APBI@815|Bacteroidaceae	976|Bacteroidetes	S	Zeta toxin	-	-	-	-	-	-	-	-	-	-	-	-	Zeta_toxin
Bu_00014	411479.BACUNI_00020	7.71e-121	345.0	COG1373@1|root,COG1373@2|Bacteria,4NG8U@976|Bacteroidetes,2FP3K@200643|Bacteroidia,4AM7Q@815|Bacteroidaceae	976|Bacteroidetes	S	ATPase (AAA superfamily)	-	-	-	-	-	-	-	-	-	-	-	-	AAA_14,DUF4143
Bu_00015	411479.BACUNI_00054	3.88e-72	229.0	COG2913@1|root,COG2913@2|Bacteria,4PKF0@976|Bacteroidetes,2FT08@200643|Bacteroidia,4AV7W@815|Bacteroidaceae	976|Bacteroidetes	J	Pfam:SusD	-	-	-	ko:K21572	-	-	-	-	ko00000,ko02000	8.A.46.1,8.A.46.3	-	-	SusD-like_3,SusD_RagB
Bu_00016	411479.BACUNI_00023	2.87e-157	442.0	COG1609@1|root,COG1609@2|Bacteria,4NESN@976|Bacteroidetes,2FPSU@200643|Bacteroidia,4AMF2@815|Bacteroidaceae	976|Bacteroidetes	K	Psort location Cytoplasmic, score 9.26	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_1,Peripla_BP_3,Peripla_BP_4
Bu_00017	411479.BACUNI_00025	4.24e-140	395.0	COG4185@1|root,COG4185@2|Bacteria,4NNKA@976|Bacteroidetes,2FQ6Z@200643|Bacteroidia,4APBI@815|Bacteroidaceae	976|Bacteroidetes	S	Zeta toxin	-	-	-	-	-	-	-	-	-	-	-	-	Zeta_toxin
Bu_00018	411479.BACUNI_00026	3.74e-36	122.0	2A7AA@1|root,30W6Z@2|Bacteria,4P9JW@976|Bacteroidetes,2FUXP@200643|Bacteroidia,4AS73@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00019	411479.BACUNI_00029	0.0	1277.0	COG3883@1|root,COG3883@2|Bacteria,4NT11@976|Bacteroidetes	976|Bacteroidetes	N	COG NOG14601 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00020	411479.BACUNI_00030	0.0	1201.0	COG1629@1|root,COG4771@2|Bacteria,4P1Z5@976|Bacteroidetes,2G3FU@200643|Bacteroidia	976|Bacteroidetes	P	TonB-linked outer membrane protein, SusC RagA family	-	-	-	-	-	-	-	-	-	-	-	-	Plug,TonB_dep_Rec
Bu_00021	411479.BACUNI_00031	1.91e-128	366.0	COG1629@1|root,COG1629@2|Bacteria,4NDXS@976|Bacteroidetes,2FM37@200643|Bacteroidia	976|Bacteroidetes	P	TonB-linked outer membrane protein, SusC RagA family	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,Plug,TonB_dep_Rec
Bu_00023	411479.BACUNI_00034	1.51e-73	220.0	COG4584@1|root,COG4584@2|Bacteria	2|Bacteria	L	PFAM Integrase catalytic	-	-	-	-	-	-	-	-	-	-	-	-	HTH_11,rve
Bu_00025	411479.BACUNI_00037	3.44e-122	349.0	28P0G@1|root,2ZBX3@2|Bacteria,4NJEH@976|Bacteroidetes,2FNHJ@200643|Bacteroidia,4AQBS@815|Bacteroidaceae	976|Bacteroidetes	S	Phage portal protein, SPP1 Gp6-like	-	-	-	-	-	-	-	-	-	-	-	-	Phage_prot_Gp6
Bu_00026	411479.BACUNI_00038	1.54e-51	162.0	2C5EY@1|root,31EA9@2|Bacteria,4NYA8@976|Bacteroidetes,2FUZJ@200643|Bacteroidia	976|Bacteroidetes	S	Domain of unknown function (DUF4160)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4160
Bu_00027	411479.BACUNI_00039	5.89e-97	281.0	29XCB@1|root,30J24@2|Bacteria,4NSN5@976|Bacteroidetes,2FTV0@200643|Bacteroidia,4AS40@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	DUF2442
Bu_00028	411479.BACUNI_00040	1.02e-76	229.0	29MKI@1|root,308IB@2|Bacteria,4NPHE@976|Bacteroidetes,2FREB@200643|Bacteroidia,4AQFA@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00029	411479.BACUNI_00041	8.28e-135	381.0	COG4584@1|root,COG4584@2|Bacteria,4NEY6@976|Bacteroidetes,2FMHY@200643|Bacteroidia,4APGX@815|Bacteroidaceae	976|Bacteroidetes	L	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	HTH_11,rve
Bu_00030	411479.BACUNI_00042	1.15e-195	542.0	COG1373@1|root,COG1373@2|Bacteria,4NJDI@976|Bacteroidetes,2FN02@200643|Bacteroidia,4AW87@815|Bacteroidaceae	976|Bacteroidetes	S	ATPase (AAA superfamily)	-	-	-	ko:K07133	-	-	-	-	ko00000	-	-	-	AAA_14,DUF4143
Bu_00031	411479.BACUNI_00043	0.0	1878.0	COG1629@1|root,COG4771@2|Bacteria,4P1Z5@976|Bacteroidetes,2G3FU@200643|Bacteroidia,4AV1P@815|Bacteroidaceae	976|Bacteroidetes	P	TonB-linked outer membrane protein, SusC RagA family	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,Plug,TonB_dep_Rec
Bu_00032	411479.BACUNI_00047	1.58e-284	777.0	COG4974@1|root,COG4974@2|Bacteria,4NMPM@976|Bacteroidetes,2FMU8@200643|Bacteroidia,4AKC1@815|Bacteroidaceae	976|Bacteroidetes	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_5,Phage_int_SAM_5,Phage_integrase
Bu_00033	411479.BACUNI_00048	1.12e-164	462.0	COG1629@1|root,COG1629@2|Bacteria,4NDXS@976|Bacteroidetes,2FM37@200643|Bacteroidia,4AKK0@815|Bacteroidaceae	976|Bacteroidetes	P	TonB-linked outer membrane protein, SusC RagA family	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,Plug,TonB_dep_Rec
Bu_00034	411479.BACUNI_00050	0.0	1934.0	COG1629@1|root,COG1629@2|Bacteria,4NDXS@976|Bacteroidetes,2FM37@200643|Bacteroidia,4AKK0@815|Bacteroidaceae	976|Bacteroidetes	P	TonB-linked outer membrane protein, SusC RagA family	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,Plug,TonB_dep_Rec
Bu_00035	411479.BACUNI_00051	0.0	1083.0	COG1834@1|root,COG1834@2|Bacteria,4NFQ7@976|Bacteroidetes,2FNG1@200643|Bacteroidia,4AK68@815|Bacteroidaceae	976|Bacteroidetes	E	COG NOG25454 non supervised orthologous group	-	-	-	ko:K21572	-	-	-	-	ko00000,ko02000	8.A.46.1,8.A.46.3	-	-	SusD-like_3,SusD_RagB
Bu_00036	411479.BACUNI_00053	0.0	1945.0	COG4206@1|root,COG4206@2|Bacteria,4P258@976|Bacteroidetes,2FX80@200643|Bacteroidia	976|Bacteroidetes	H	TonB-linked outer membrane protein, SusC RagA family	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,Plug,TonB_dep_Rec
Bu_00037	411479.BACUNI_00054	0.0	984.0	COG2913@1|root,COG2913@2|Bacteria,4PKF0@976|Bacteroidetes,2FT08@200643|Bacteroidia,4AV7W@815|Bacteroidaceae	976|Bacteroidetes	J	Pfam:SusD	-	-	-	ko:K21572	-	-	-	-	ko00000,ko02000	8.A.46.1,8.A.46.3	-	-	SusD-like_3,SusD_RagB
Bu_00038	411479.BACUNI_00020	7.71e-121	345.0	COG1373@1|root,COG1373@2|Bacteria,4NG8U@976|Bacteroidetes,2FP3K@200643|Bacteroidia,4AM7Q@815|Bacteroidaceae	976|Bacteroidetes	S	ATPase (AAA superfamily)	-	-	-	-	-	-	-	-	-	-	-	-	AAA_14,DUF4143
Bu_00039	411479.BACUNI_00025	4.24e-140	395.0	COG4185@1|root,COG4185@2|Bacteria,4NNKA@976|Bacteroidetes,2FQ6Z@200643|Bacteroidia,4APBI@815|Bacteroidaceae	976|Bacteroidetes	S	Zeta toxin	-	-	-	-	-	-	-	-	-	-	-	-	Zeta_toxin
Bu_00040	411479.BACUNI_00026	3.74e-36	122.0	2A7AA@1|root,30W6Z@2|Bacteria,4P9JW@976|Bacteroidetes,2FUXP@200643|Bacteroidia,4AS73@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00041	411479.BACUNI_00059	1.38e-222	613.0	COG1069@1|root,COG1069@2|Bacteria,4NEFQ@976|Bacteroidetes,2FNNI@200643|Bacteroidia,4ANN1@815|Bacteroidaceae	976|Bacteroidetes	G	Psort location Cytoplasmic, score 8.96	araB	-	2.7.1.16	ko:K00853	ko00040,ko01100,map00040,map01100	-	R01526,R02439	RC00002,RC00538	ko00000,ko00001,ko01000	-	-	-	FGGY_C,FGGY_N
Bu_00042	411479.BACUNI_00060	2.15e-310	842.0	COG4030@1|root,COG4030@2|Bacteria,4NHV9@976|Bacteroidetes,2FNZY@200643|Bacteroidia,4AQBR@815|Bacteroidaceae	976|Bacteroidetes	S	Protein of unknown function (DUF2961)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2961
Bu_00043	411479.BACUNI_00061	0.0	2158.0	COG1629@1|root,COG1629@2|Bacteria,4NDXS@976|Bacteroidetes,2FKYX@200643|Bacteroidia,4AK5Y@815|Bacteroidaceae	976|Bacteroidetes	P	TonB-linked outer membrane protein, SusC RagA family	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,Plug,TonB_dep_Rec
Bu_00044	411479.BACUNI_00062	0.0	1249.0	COG0436@1|root,COG0436@2|Bacteria,4PKZW@976|Bacteroidetes,2G09B@200643|Bacteroidia,4AV7X@815|Bacteroidaceae	976|Bacteroidetes	E	SusD family	-	-	-	ko:K21572	-	-	-	-	ko00000,ko02000	8.A.46.1,8.A.46.3	-	-	SusD-like_3,SusD_RagB
Bu_00045	411479.BACUNI_00063	5.26e-96	279.0	2E60T@1|root,330Q6@2|Bacteria,4NUX8@976|Bacteroidetes,2FTZ3@200643|Bacteroidia,4ARZS@815|Bacteroidaceae	976|Bacteroidetes	S	Domain of unknown function (DUF4945)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4945
Bu_00046	411479.BACUNI_00064	0.0	942.0	COG4409@1|root,COG4409@2|Bacteria,4NK8M@976|Bacteroidetes,2FQPX@200643|Bacteroidia,4ATBR@815|Bacteroidaceae	976|Bacteroidetes	G	Domain of unknown function (DUF4185)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4185
Bu_00047	411479.BACUNI_00065	0.0	1446.0	28JDZ@1|root,2Z988@2|Bacteria,4NHND@976|Bacteroidetes,2FQDQ@200643|Bacteroidia,4AQFI@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00048	411479.BACUNI_00066	0.0	2056.0	COG1621@1|root,COG4354@1|root,COG1621@2|Bacteria,COG4354@2|Bacteria,4NFQW@976|Bacteroidetes,2FQ1M@200643|Bacteroidia,4APRV@815|Bacteroidaceae	976|Bacteroidetes	G	Pfam:GBA2_N	-	-	3.2.1.45	ko:K17108	ko00511,ko00600,ko01100,map00511,map00600,map01100	-	R01498	RC00059,RC00451	ko00000,ko00001,ko01000	-	GH116	-	DUF608,Glyco_hydr_116N
Bu_00049	411479.BACUNI_00068	3.38e-86	254.0	2C076@1|root,2Z823@2|Bacteria,4NJ22@976|Bacteroidetes,2FPGG@200643|Bacteroidia	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	DUF3408
Bu_00050	411479.BACUNI_00069	2.68e-171	478.0	28JK3@1|root,333Q1@2|Bacteria,4NWH4@976|Bacteroidetes,2FR9Z@200643|Bacteroidia,4AP6K@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00051	411479.BACUNI_00070	2.88e-64	197.0	2AV4I@1|root,31KUP@2|Bacteria,4NQM2@976|Bacteroidetes,2FT2M@200643|Bacteroidia,4AR9Q@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	DUF4134
Bu_00052	411479.BACUNI_00071	5.55e-66	201.0	293NS@1|root,2ZR4G@2|Bacteria,4NSXC@976|Bacteroidetes,2FSQ2@200643|Bacteroidia,4AR5N@815|Bacteroidaceae	976|Bacteroidetes	S	non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	DUF4133
Bu_00053	411479.BACUNI_00072	0.0	1657.0	COG3451@1|root,COG3451@2|Bacteria,4NER7@976|Bacteroidetes,2FM54@200643|Bacteroidia,4AMGR@815|Bacteroidaceae	976|Bacteroidetes	U	Conjugation system ATPase, TraG family	-	-	-	-	-	-	-	-	-	-	-	-	DUF3875,DUF87
Bu_00054	435591.BDI_3890	1.2e-35	125.0	2CA6G@1|root,33U0V@2|Bacteria,4P2B7@976|Bacteroidetes,2G37Y@200643|Bacteroidia	976|Bacteroidetes	S	COG NOG30362 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	DUF3876
Bu_00055	411479.BACUNI_00074	8.53e-63	191.0	2A3F1@1|root,30RXR@2|Bacteria,4PH8I@976|Bacteroidetes,2FT45@200643|Bacteroidia,4ARKG@815|Bacteroidaceae	976|Bacteroidetes	S	Domain of unknown function, B. Theta Gene description (DUF3876)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3876
Bu_00056	411479.BACUNI_00075	3.18e-147	414.0	COG5314@1|root,COG5314@2|Bacteria,4NF40@976|Bacteroidetes,2FNDM@200643|Bacteroidia,4AMGD@815|Bacteroidaceae	976|Bacteroidetes	U	COG NOG09946 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	DUF4141
Bu_00057	411479.BACUNI_00076	1.91e-235	648.0	28IE2@1|root,2Z8G6@2|Bacteria,4NFI5@976|Bacteroidetes,2FPR5@200643|Bacteroidia,4AKZ2@815|Bacteroidaceae	976|Bacteroidetes	S	Conjugative transposon TraJ protein	-	-	-	-	-	-	-	-	-	-	-	-	CtnDOT_TraJ
Bu_00058	411479.BACUNI_00077	1.3e-145	410.0	COG3701@1|root,COG3701@2|Bacteria,4NFVT@976|Bacteroidetes,2FMF8@200643|Bacteroidia,4AK61@815|Bacteroidaceae	976|Bacteroidetes	U	Conjugative transposon TraK protein	-	-	-	-	-	-	-	-	-	-	-	-	VirB8
Bu_00059	411479.BACUNI_00078	4.6e-63	192.0	2F2PN@1|root,33VK3@2|Bacteria,4P3A3@976|Bacteroidetes,2FT6F@200643|Bacteroidia,4AR96@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG30268 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	DUF3989
Bu_00060	411479.BACUNI_00079	0.0	891.0	28HNW@1|root,2ZAB7@2|Bacteria,4NGZE@976|Bacteroidetes,2G36P@200643|Bacteroidia,4AWAN@815|Bacteroidaceae	976|Bacteroidetes	S	Conjugative transposon TraM protein	-	-	-	-	-	-	-	-	-	-	-	-	Transposon_TraM
Bu_00061	411479.BACUNI_00080	7.2e-236	649.0	COG3504@1|root,COG3504@2|Bacteria,4NH1R@976|Bacteroidetes,2FMQ5@200643|Bacteroidia,4AM07@815|Bacteroidaceae	976|Bacteroidetes	U	Conjugative transposon TraN protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF4138
Bu_00062	411479.BACUNI_00081	7.33e-141	397.0	28JHB@1|root,2Z9AW@2|Bacteria,4NFVA@976|Bacteroidetes,2FPHI@200643|Bacteroidia,4APCF@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG19079 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	TraO
Bu_00063	411479.BACUNI_00082	2.55e-100	291.0	2DUNG@1|root,33REB@2|Bacteria,4P0YY@976|Bacteroidetes,2FQRU@200643|Bacteroidia,4AP4T@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	DUF3872
Bu_00064	411479.BACUNI_00083	8.62e-137	386.0	28MZE@1|root,2ZB64@2|Bacteria,4NK76@976|Bacteroidetes,2FP35@200643|Bacteroidia,4AQWS@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00066	411479.BACUNI_00085	1.86e-140	396.0	2EGJZ@1|root,33AC4@2|Bacteria,4NZ7G@976|Bacteroidetes,2FQU7@200643|Bacteroidia,4APXM@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00068	411479.BACUNI_00089	3.36e-60	185.0	2AKCC@1|root,31B3B@2|Bacteria,4PJVW@976|Bacteroidetes,2FT8P@200643|Bacteroidia,4ARKB@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00069	411479.BACUNI_00092	4.03e-202	559.0	2F61Y@1|root,33YKA@2|Bacteria,4P3ZK@976|Bacteroidetes,2FVM2@200643|Bacteroidia,4ASPW@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00070	411479.BACUNI_00093	4.49e-224	617.0	COG1040@1|root,COG1040@2|Bacteria,4NWNK@976|Bacteroidetes,2FR4K@200643|Bacteroidia,4ANUT@815|Bacteroidaceae	976|Bacteroidetes	S	competence protein	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00071	411479.BACUNI_00094	3.26e-101	293.0	COG3943@1|root,COG3943@2|Bacteria,4NWZ9@976|Bacteroidetes,2FQUI@200643|Bacteroidia,4APZJ@815|Bacteroidaceae	976|Bacteroidetes	S	COG3943, virulence protein	-	-	-	-	-	-	-	-	-	-	-	-	Virulence_RhuM
Bu_00072	411479.BACUNI_00095	7.28e-138	390.0	COG4974@1|root,COG4974@2|Bacteria,4NX3Q@976|Bacteroidetes	976|Bacteroidetes	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_5,Phage_int_SAM_5,Phage_integrase
Bu_00073	411479.BACUNI_00096	1.05e-294	804.0	COG0582@1|root,COG0582@2|Bacteria,4NDZJ@976|Bacteroidetes,2FM4Q@200643|Bacteroidia,4AKDX@815|Bacteroidaceae	976|Bacteroidetes	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_5,Phage_int_SAM_5,Phage_integrase
Bu_00074	411479.BACUNI_00098	7.06e-36	121.0	COG0436@1|root,COG0436@2|Bacteria,4PK8Y@976|Bacteroidetes,2FZTY@200643|Bacteroidia,4AUX6@815|Bacteroidaceae	976|Bacteroidetes	E	Aminotransferase	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00075	411479.BACUNI_00099	1.01e-277	758.0	COG0436@1|root,COG0436@2|Bacteria,4NHP7@976|Bacteroidetes,2FN3D@200643|Bacteroidia,4AMZT@815|Bacteroidaceae	976|Bacteroidetes	E	Aminotransferase, class I II	alaC	-	-	-	-	-	-	-	-	-	-	-	Aminotran_1_2
Bu_00076	411479.BACUNI_00100	0.0	1095.0	COG4198@1|root,COG4198@2|Bacteria,4NI11@976|Bacteroidetes,2FN1W@200643|Bacteroidia,4AMEI@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG26858 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	SusD-like
Bu_00077	411479.BACUNI_00101	0.0	2064.0	COG1629@1|root,COG4771@2|Bacteria,4NDU8@976|Bacteroidetes,2FMRZ@200643|Bacteroidia,4AKS4@815|Bacteroidaceae	976|Bacteroidetes	P	TonB-linked outer membrane protein, SusC RagA family	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,Plug,STN,TonB_dep_Rec
Bu_00078	411479.BACUNI_00102	4.23e-153	429.0	COG1678@1|root,COG1678@2|Bacteria,4NFQA@976|Bacteroidetes,2FM82@200643|Bacteroidia,4ANWT@815|Bacteroidaceae	976|Bacteroidetes	K	Belongs to the UPF0301 (AlgH) family	-	-	-	ko:K07735	-	-	-	-	ko00000,ko03000	-	-	-	DUF179
Bu_00079	411479.BACUNI_00104	5.91e-130	368.0	COG1670@1|root,COG1670@2|Bacteria,4NQ8K@976|Bacteroidetes,2FMII@200643|Bacteroidia,4AMY3@815|Bacteroidaceae	976|Bacteroidetes	J	Acetyltransferase, gnat family	speG	-	2.3.1.57	ko:K00657	ko00330,ko01100,ko04216,map00330,map01100,map04216	M00135	R01154	RC00004,RC00096	ko00000,ko00001,ko00002,ko01000	-	-	-	Acetyltransf_3
Bu_00080	411479.BACUNI_00105	9.88e-100	290.0	2A5DQ@1|root,30U3D@2|Bacteria,4PHGQ@976|Bacteroidetes,2FRYZ@200643|Bacteroidia,4AQQN@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00081	411479.BACUNI_00106	6.18e-143	403.0	COG0353@1|root,COG0353@2|Bacteria,4NEWI@976|Bacteroidetes,2FM1C@200643|Bacteroidia,4AKI1@815|Bacteroidaceae	976|Bacteroidetes	L	May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO	recR	-	-	ko:K06187	ko03440,map03440	-	-	-	ko00000,ko00001,ko03400	-	-	-	RecR,Toprim_4
