## Mon Sep  5 19:17:49 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_1kwnpi0b --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_1kwnpi0b --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_1kwnpi0b/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Ca_00012	742722.HMPREF9463_01556	0.0	2273.0	COG0366@1|root,COG1640@1|root,COG0366@2|Bacteria,COG1640@2|Bacteria,2GJUT@201174|Actinobacteria,4CV47@84998|Coriobacteriia	84998|Coriobacteriia	G	Alpha amylase catalytic	malQ	-	2.4.1.25	ko:K00705	ko00500,ko01100,map00500,map01100	-	R05196	RC00049	ko00000,ko00001,ko01000	-	GH77	-	Alpha-amylase,Glyco_hydro_77
Ca_00013	742722.HMPREF9463_01555	1.67e-50	159.0	COG2331@1|root,COG2331@2|Bacteria	2|Bacteria	P	Regulatory protein, FmdB family	fmdB	-	-	-	-	-	-	-	-	-	-	-	Zn-ribbon_8
Ca_00014	742722.HMPREF9463_01554	0.0	879.0	COG0144@1|root,COG0781@1|root,COG0144@2|Bacteria,COG0781@2|Bacteria,2GM21@201174|Actinobacteria,4CVCM@84998|Coriobacteriia	84998|Coriobacteriia	JK	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family	-	-	2.1.1.176	ko:K03500	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltr_RsmB-F,NusB
Ca_00015	742722.HMPREF9463_01553	5.4e-201	558.0	COG0223@1|root,COG0223@2|Bacteria,2GKH5@201174|Actinobacteria,4CU92@84998|Coriobacteriia	84998|Coriobacteriia	J	Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus	fmt	-	2.1.2.9	ko:K00604	ko00670,ko00970,map00670,map00970	-	R03940	RC00026,RC00165	ko00000,ko00001,ko01000	-	-	-	Formyl_trans_C,Formyl_trans_N
Ca_00016	742722.HMPREF9463_01552	9.81e-129	365.0	COG0242@1|root,COG0242@2|Bacteria,2GJ87@201174|Actinobacteria,4CVMK@84998|Coriobacteriia	84998|Coriobacteriia	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	def	-	3.5.1.88	ko:K01462	-	-	-	-	ko00000,ko01000	-	-	-	Pep_deformylase
Ca_00017	742722.HMPREF9463_01551	0.0	1553.0	COG1198@1|root,COG1198@2|Bacteria,2GKES@201174|Actinobacteria,4CV3A@84998|Coriobacteriia	84998|Coriobacteriia	L	Involved in the restart of stalled replication forks. Recognizes and binds the arrested nascent DNA chain at stalled replication forks. It can open the DNA duplex, via its helicase activity, and promote assembly of the primosome and loading of the major replicative helicase DnaB onto DNA	priA	-	-	ko:K04066	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DEAD,Helicase_C,ResIII
Ca_00018	742722.HMPREF9463_01550	0.0	981.0	COG0008@1|root,COG0008@2|Bacteria,2GJJS@201174|Actinobacteria,4CV46@84998|Coriobacteriia	84998|Coriobacteriia	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu)	gltX	-	6.1.1.17	ko:K01885	ko00860,ko00970,ko01100,ko01110,ko01120,map00860,map00970,map01100,map01110,map01120	M00121,M00359,M00360	R05578	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko02048,ko03016	-	-	-	tRNA-synt_1c
Ca_00019	742722.HMPREF9463_01549	1.47e-302	825.0	COG0192@1|root,COG0192@2|Bacteria,2GJ4U@201174|Actinobacteria,4CU9D@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme	metK	-	2.5.1.6	ko:K00789	ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230	M00034,M00035,M00368,M00609	R00177,R04771	RC00021,RC01211	ko00000,ko00001,ko00002,ko01000	-	-	-	S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N
Ca_00020	742722.HMPREF9463_01548	0.0	1001.0	COG1760@1|root,COG1760@2|Bacteria,2GJPA@201174|Actinobacteria,4CUCW@84998|Coriobacteriia	84998|Coriobacteriia	E	L-serine dehydratase, iron-sulfur-dependent, alpha subunit	sdaAA	-	4.3.1.17	ko:K01752	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230	-	R00220,R00590	RC00331,RC02600	ko00000,ko00001,ko01000	-	-	-	ACT,SDH_alpha,SDH_beta
Ca_00021	742722.HMPREF9463_01547	0.0	1093.0	COG1376@1|root,COG1376@2|Bacteria,2HUNE@201174|Actinobacteria,4CV6U@84998|Coriobacteriia	84998|Coriobacteriia	S	PFAM ErfK YbiS YcfS YnhG family protein	-	-	-	-	-	-	-	-	-	-	-	-	PG_binding_4,YkuD
Ca_00022	742722.HMPREF9463_01546	7.95e-278	767.0	COG0845@1|root,COG0845@2|Bacteria,2H154@201174|Actinobacteria,4CVQI@84998|Coriobacteriia	84998|Coriobacteriia	M	Efflux transporter, RND family, MFP subunit	-	-	-	ko:K02005	-	-	-	-	ko00000	-	-	-	HlyD_D23
Ca_00023	742722.HMPREF9463_01545	1.49e-178	498.0	COG1136@1|root,COG1136@2|Bacteria,2GJQV@201174|Actinobacteria,4CYFZ@84998|Coriobacteriia	84998|Coriobacteriia	V	ATPases associated with a variety of cellular activities	-	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
Ca_00024	742722.HMPREF9463_01544	7.29e-269	738.0	COG0577@1|root,COG0577@2|Bacteria,2GIRW@201174|Actinobacteria,4CVE3@84998|Coriobacteriia	84998|Coriobacteriia	V	Efflux ABC transporter, permease protein	-	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
Ca_00025	1034345.CAEM01000030_gene956	2.18e-171	479.0	COG2099@1|root,COG2099@2|Bacteria,2HVKP@201174|Actinobacteria,4CX16@84998|Coriobacteriia	84998|Coriobacteriia	H	Precorrin-6x reductase CbiJ/CobK	-	-	1.3.1.106,1.3.1.54	ko:K05895	ko00860,ko01100,map00860,map01100	-	R05150,R05812	RC01280	ko00000,ko00001,ko01000	-	-	-	CbiJ
Ca_00026	742722.HMPREF9463_01542	3.82e-141	399.0	COG2082@1|root,COG2082@2|Bacteria,2GK0B@201174|Actinobacteria,4CW75@84998|Coriobacteriia	84998|Coriobacteriia	H	Precorrin-8X methylmutase	-	-	5.4.99.60,5.4.99.61	ko:K06042	ko00860,ko01100,map00860,map01100	-	R05177,R05814	RC01292,RC01980	ko00000,ko00001,ko01000	-	-	-	CbiC
Ca_00027	742722.HMPREF9463_01541	2.82e-111	320.0	COG2109@1|root,COG2109@2|Bacteria,2HG6H@201174|Actinobacteria,4CXCB@84998|Coriobacteriia	84998|Coriobacteriia	H	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP	-	-	2.5.1.17	ko:K19221	ko00860,ko01100,map00860,map01100	M00122	R01492,R05220,R07268	RC00533	ko00000,ko00001,ko00002,ko01000	-	-	-	CobA_CobO_BtuR
Ca_00028	742722.HMPREF9463_01540	0.0	956.0	COG1492@1|root,COG1492@2|Bacteria,2GJ1W@201174|Actinobacteria,4CUXC@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes amidations at positions B, D, E, and G on adenosylcobyrinic A,C-diamide. NH(2) groups are provided by glutamine, and one molecule of ATP is hydrogenolyzed for each amidation	cobQ	-	6.3.5.10	ko:K02232	ko00860,ko01100,map00860,map01100	M00122	R05225	RC00010,RC01302	ko00000,ko00001,ko00002,ko01000	-	-	-	AAA_26,CbiA,GATase_3
Ca_00029	742722.HMPREF9463_01539	2.12e-274	753.0	COG0079@1|root,COG0079@2|Bacteria,2I2ND@201174|Actinobacteria,4CVTI@84998|Coriobacteriia	84998|Coriobacteriia	E	Aminotransferase class I and II	-	-	-	-	-	-	-	-	-	-	-	-	Aminotran_1_2
Ca_00030	1034345.CAEM01000030_gene951	1.59e-218	604.0	COG1270@1|root,COG1270@2|Bacteria,2GMB8@201174|Actinobacteria,4CVR7@84998|Coriobacteriia	84998|Coriobacteriia	H	Converts cobyric acid to cobinamide by the addition of aminopropanol on the F carboxylic group	cobD	-	6.3.1.10	ko:K02227	ko00860,ko01100,map00860,map01100	M00122	R06529,R07302	RC00090,RC00096	ko00000,ko00001,ko00002,ko01000	-	-	-	CobD_Cbib
Ca_00031	1034345.CAEM01000030_gene950	4.5e-234	644.0	COG0406@1|root,COG2087@1|root,COG0406@2|Bacteria,COG2087@2|Bacteria,2HV3Q@201174|Actinobacteria,4CW8Y@84998|Coriobacteriia	84998|Coriobacteriia	GH	Phosphoglycerate mutase family	-	-	-	-	-	-	-	-	-	-	-	-	His_Phos_1
Ca_00032	742722.HMPREF9463_01536	2e-166	467.0	COG0368@1|root,COG0368@2|Bacteria,2HV3K@201174|Actinobacteria,4CW8R@84998|Coriobacteriia	84998|Coriobacteriia	H	Joins adenosylcobinamide-GDP and alpha-ribazole to generate adenosylcobalamin (Ado-cobalamin). Also synthesizes adenosylcobalamin 5'-phosphate from adenosylcobinamide-GDP and alpha-ribazole 5'-phosphate	cobS	-	2.7.8.26	ko:K02233	ko00860,ko01100,map00860,map01100	M00122	R05223,R11174	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	CobS
Ca_00033	742722.HMPREF9463_01535	1.18e-122	350.0	COG2087@1|root,COG2087@2|Bacteria,2HVM7@201174|Actinobacteria,4CX2B@84998|Coriobacteriia	84998|Coriobacteriia	H	Cobinamide kinase / cobinamide phosphate guanyltransferase	-	-	2.7.1.156,2.7.7.62	ko:K02231	ko00860,ko01100,map00860,map01100	M00122	R05221,R05222,R06558	RC00002,RC00428	ko00000,ko00001,ko00002,ko01000	-	-	-	CobU
Ca_00034	742722.HMPREF9463_01534	4.61e-253	696.0	COG2038@1|root,COG2038@2|Bacteria,2GJ16@201174|Actinobacteria,4CWZG@84998|Coriobacteriia	84998|Coriobacteriia	H	Phosphoribosyltransferase	-	-	2.4.2.21	ko:K00768	ko00860,ko01100,map00860,map01100	M00122	R04148	RC00033,RC00063	ko00000,ko00001,ko00002,ko01000	-	-	-	DBI_PRT
Ca_00035	1034345.CAEM01000030_gene946	0.0	889.0	COG1797@1|root,COG1797@2|Bacteria,2GJ3R@201174|Actinobacteria,4CV7Y@84998|Coriobacteriia	84998|Coriobacteriia	H	Catalyzes the ATP-dependent amidation of the two carboxylate groups at positions a and c of hydrogenobyrinate, using either L-glutamine or ammonia as the nitrogen source	-	-	6.3.5.11,6.3.5.9	ko:K02224	ko00860,ko01100,ko01120,map00860,map01100,map01120	-	R05224,R05815	RC00010,RC01301	ko00000,ko00001,ko01000	-	-	-	AAA_26,GATase_3
Ca_00036	742722.HMPREF9463_01532	1.59e-282	776.0	COG2241@1|root,COG2242@1|root,COG2241@2|Bacteria,COG2242@2|Bacteria,2GM8G@201174|Actinobacteria,4CVN2@84998|Coriobacteriia	84998|Coriobacteriia	H	Precorrin-6y C5,15-methyltransferase	-	-	2.1.1.132	ko:K00595	ko00860,ko01100,map00860,map01100	-	R05149	RC00003,RC01279	ko00000,ko00001,ko01000	-	-	-	Cons_hypoth95,TP_methylase
Ca_00037	742722.HMPREF9463_01531	7.11e-172	480.0	COG1010@1|root,COG1010@2|Bacteria,2GMIR@201174|Actinobacteria,4CXGE@84998|Coriobacteriia	84998|Coriobacteriia	H	Tetrapyrrole (Corrin/Porphyrin) Methylases	-	-	-	-	-	-	-	-	-	-	-	-	TP_methylase
Ca_00038	1034345.CAEM01000030_gene943	5.41e-255	701.0	COG2073@1|root,COG2073@2|Bacteria,2I4GC@201174|Actinobacteria,4CX1K@84998|Coriobacteriia	84998|Coriobacteriia	H	Cobalamin synthesis G C-terminus	-	-	-	-	-	-	-	-	-	-	-	-	CbiG_C,CbiG_N,CbiG_mid
Ca_00039	742722.HMPREF9463_01529	1.76e-47	152.0	COG2243@1|root,COG2243@2|Bacteria,2HW5G@201174|Actinobacteria,4CY0V@84998|Coriobacteriia	84998|Coriobacteriia	H	precorrin-2 c20-methyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	-
Ca_00040	742722.HMPREF9463_01528	8.6e-272	745.0	COG1903@1|root,COG1903@2|Bacteria,2GM41@201174|Actinobacteria	201174|Actinobacteria	H	Catalyzes the methylation of C-1 in cobalt-precorrin-5B to form cobalt-precorrin-6A	cbiD	-	2.1.1.195	ko:K02188	ko00860,ko01100,map00860,map01100	-	R07773	RC00003,RC02051	ko00000,ko00001,ko01000	-	-	-	CbiD
Ca_00041	742722.HMPREF9463_01527	1.43e-179	501.0	COG2875@1|root,COG2875@2|Bacteria,2GJ97@201174|Actinobacteria,4CVJK@84998|Coriobacteriia	84998|Coriobacteriia	H	Tetrapyrrole (Corrin/Porphyrin) Methylases	-	-	-	-	-	-	-	-	-	-	-	-	TP_methylase
Ca_00042	742722.HMPREF9463_01526	1.42e-197	550.0	COG4822@1|root,COG4822@2|Bacteria,2HV9C@201174|Actinobacteria,4CWIA@84998|Coriobacteriia	84998|Coriobacteriia	H	Cobalt chelatase (CbiK)	-	-	4.99.1.3	ko:K02190	ko00860,ko01100,map00860,map01100	-	R05807	RC01012	ko00000,ko00001,ko01000	-	-	-	CbiK
Ca_00043	742722.HMPREF9463_01525	3.03e-118	338.0	COG5567@1|root,COG5567@2|Bacteria,2HVT5@201174|Actinobacteria,4CXEM@84998|Coriobacteriia	84998|Coriobacteriia	N	small periplasmic lipoprotein	-	-	-	-	-	-	-	-	-	-	-	-	-
Ca_00044	742722.HMPREF9463_01524	0.0	974.0	COG0614@1|root,COG0614@2|Bacteria,2HUEQ@201174|Actinobacteria,4CUBC@84998|Coriobacteriia	84998|Coriobacteriia	P	Periplasmic binding protein	-	-	-	ko:K02016	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	Peripla_BP_2
Ca_00045	742722.HMPREF9463_01523	1.5e-215	598.0	COG0609@1|root,COG0609@2|Bacteria,2GK8Z@201174|Actinobacteria,4CVI3@84998|Coriobacteriia	84998|Coriobacteriia	P	FecCD transport family	-	-	-	ko:K02015	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	FecCD
Ca_00046	1034345.CAEM01000030_gene935	1.69e-276	759.0	COG1120@1|root,COG1120@2|Bacteria,2GJ49@201174|Actinobacteria,4CUSZ@84998|Coriobacteriia	84998|Coriobacteriia	HP	ATPases associated with a variety of cellular activities	-	-	3.6.3.34	ko:K02013	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.14	-	-	ABC_tran
Ca_00047	742722.HMPREF9463_01521	1.57e-135	384.0	COG1309@1|root,COG1309@2|Bacteria,2HXMF@201174|Actinobacteria,4CW3X@84998|Coriobacteriia	84998|Coriobacteriia	K	tetR family	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
Ca_00048	742722.HMPREF9463_01520	1.5e-311	849.0	COG0392@1|root,COG0392@2|Bacteria,2HUH6@201174|Actinobacteria,4CUKX@84998|Coriobacteriia	84998|Coriobacteriia	S	Lysylphosphatidylglycerol synthase TM region	-	-	-	ko:K07027	-	-	-	-	ko00000,ko02000	4.D.2	-	-	LPG_synthase_TM
Ca_00051	742722.HMPREF9463_01519	0.0	932.0	COG0617@1|root,COG0617@2|Bacteria,2GMT1@201174|Actinobacteria,4CUG1@84998|Coriobacteriia	84998|Coriobacteriia	H	tRNA nucleotidyltransferase poly(A) polymerase	-	-	2.7.7.72	ko:K00974	ko03013,map03013	-	R09382,R09383,R09384,R09386	RC00078	ko00000,ko00001,ko01000,ko03016	-	-	-	HD,PolyA_pol,PolyA_pol_RNAbd,tRNA_NucTran2_2
Ca_00052	742722.HMPREF9463_01518	2.89e-223	615.0	COG1105@1|root,COG1105@2|Bacteria,2GK7E@201174|Actinobacteria,4CUHE@84998|Coriobacteriia	84998|Coriobacteriia	H	pfkB family carbohydrate kinase	-	-	2.7.1.56	ko:K00882	ko00051,map00051	-	R02071	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
Ca_00053	742722.HMPREF9463_01517	2.31e-229	630.0	COG1105@1|root,COG1105@2|Bacteria,2GK7E@201174|Actinobacteria,4CVBZ@84998|Coriobacteriia	84998|Coriobacteriia	H	Belongs to the carbohydrate kinase PfkB family	-	-	2.7.1.56	ko:K00882	ko00051,map00051	-	R02071	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
Ca_00054	742722.HMPREF9463_01516	0.0	1085.0	COG1080@1|root,COG1080@2|Bacteria,2GIZZ@201174|Actinobacteria,4CV00@84998|Coriobacteriia	84998|Coriobacteriia	G	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)	ptsP	-	2.7.3.9	ko:K08483	ko02060,map02060	-	-	-	ko00000,ko00001,ko01000,ko02000	8.A.7	-	-	PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C
Ca_00055	742722.HMPREF9463_01515	1.02e-55	173.0	COG1925@1|root,COG1925@2|Bacteria,2H0K7@201174|Actinobacteria,4CW2B@84998|Coriobacteriia	84998|Coriobacteriia	G	PTS HPr component phosphorylation site	-	-	-	ko:K11189	-	-	-	-	ko00000,ko02000	4.A.2.1	-	-	PTS-HPr
Ca_00056	742722.HMPREF9463_01514	0.0	1222.0	COG1299@1|root,COG1445@1|root,COG1762@1|root,COG1299@2|Bacteria,COG1445@2|Bacteria,COG1762@2|Bacteria,2GJU4@201174|Actinobacteria,4CUBT@84998|Coriobacteriia	84998|Coriobacteriia	G	TIGRFAM PTS system, fructose subfamily, IIC	-	-	2.7.1.202	ko:K02768,ko:K02769,ko:K02770	ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060	M00273	R03232	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1	-	-	PTS_EIIA_2,PTS_EIIC,PTS_IIB
Ca_00057	742722.HMPREF9463_01513	1.43e-190	530.0	COG1737@1|root,COG1737@2|Bacteria,2HY2W@201174|Actinobacteria,4CXN5@84998|Coriobacteriia	84998|Coriobacteriia	K	Helix-turn-helix domain, rpiR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_6,SIS
Ca_00058	742722.HMPREF9463_01512	0.0	980.0	COG0497@1|root,COG0497@2|Bacteria,2GIVG@201174|Actinobacteria,4CUSR@84998|Coriobacteriia	84998|Coriobacteriia	L	May be involved in recombinational repair of damaged DNA	recN	-	-	ko:K03631	-	-	-	-	ko00000,ko03400	-	-	-	AAA_23,SMC_N
Ca_00059	742722.HMPREF9463_01511	1.03e-204	566.0	COG0061@1|root,COG0061@2|Bacteria,2GKM2@201174|Actinobacteria,4CVSJ@84998|Coriobacteriia	84998|Coriobacteriia	H	Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP	nadK	-	2.7.1.23	ko:K00858	ko00760,ko01100,map00760,map01100	-	R00104	RC00002,RC00078	ko00000,ko00001,ko01000	-	-	-	NAD_kinase
Ca_00060	742722.HMPREF9463_01510	8.69e-189	525.0	COG1189@1|root,COG1189@2|Bacteria,2GJVT@201174|Actinobacteria,4CVCW@84998|Coriobacteriia	84998|Coriobacteriia	J	Ribosomal RNA large subunit methyltransferase J	rrmJ	-	2.1.1.226,2.1.1.227	ko:K06442	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	FtsJ,S4
Ca_00061	742722.HMPREF9463_01509	1.18e-46	150.0	2B1HU@1|root,31TYU@2|Bacteria,2HVBU@201174|Actinobacteria,4CWMQ@84998|Coriobacteriia	84998|Coriobacteriia	S	Exonuclease VII small subunit	-	-	-	-	-	-	-	-	-	-	-	-	Exonuc_VII_S
Ca_00062	742722.HMPREF9463_01508	8.05e-120	344.0	COG0781@1|root,COG0781@2|Bacteria,2IM3D@201174|Actinobacteria,4CW4T@84998|Coriobacteriia	84998|Coriobacteriia	K	Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons	nusB	-	-	ko:K03625	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	NusB
Ca_00063	742722.HMPREF9463_01507	1.88e-71	216.0	COG1302@1|root,COG1302@2|Bacteria,2HV5F@201174|Actinobacteria,4CWCD@84998|Coriobacteriia	84998|Coriobacteriia	S	Asp23 family, cell envelope-related function	-	-	-	-	-	-	-	-	-	-	-	-	Asp23
