## Mon Sep  5 19:07:45 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_dep6yqg0 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_dep6yqg0 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_dep6yqg0/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Bth_00012	226186.BT_0012	1.2e-284	777.0	COG5492@1|root,COG5492@2|Bacteria,4NH7Q@976|Bacteroidetes,2FN1I@200643|Bacteroidia,4AN76@815|Bacteroidaceae	976|Bacteroidetes	N	COG NOG06100 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00013	226186.BT_0013	2.05e-131	372.0	29ZTI@1|root,30MUI@2|Bacteria,4PAJ2@976|Bacteroidetes,2FX3I@200643|Bacteroidia,4ATNP@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00014	657309.BXY_39000	0.0	1494.0	COG0642@1|root,COG0745@1|root,COG0745@2|Bacteria,COG2205@2|Bacteria,4NFEF@976|Bacteroidetes,2FNF0@200643|Bacteroidia,4AKY3@815|Bacteroidaceae	976|Bacteroidetes	T	ATPase histidine kinase DNA gyrase B HSP90 domain protein	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA,Response_reg
Bth_00015	226186.BT_0015	1.18e-311	849.0	COG2204@1|root,COG2204@2|Bacteria,4NE89@976|Bacteroidetes,2FMCJ@200643|Bacteroidia,4AKCA@815|Bacteroidaceae	976|Bacteroidetes	T	acetoacetate metabolism regulatory protein AtoC K07714	-	-	-	ko:K07713	ko02020,map02020	M00499	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	HTH_8,Response_reg,Sigma54_activat
Bth_00016	226186.BT_0016	4.87e-148	417.0	2EWAX@1|root,33PPM@2|Bacteria,4P29J@976|Bacteroidetes,2FQGM@200643|Bacteroidia,4AP9F@815|Bacteroidaceae	976|Bacteroidetes	S	RteC protein	-	-	-	-	-	-	-	-	-	-	-	-	RteC
Bth_00017	226186.BT_0017	1.09e-225	622.0	290FF@1|root,2ZN4N@2|Bacteria,4NN0G@976|Bacteroidetes,2FMEY@200643|Bacteroidia,4APTZ@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00018	657309.BXY_38960	2.26e-37	125.0	2FCI3@1|root,344MF@2|Bacteria,4P6JV@976|Bacteroidetes,2FV1G@200643|Bacteroidia,4AS5R@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00019	226186.BT_0018	8.51e-166	463.0	2FBSQ@1|root,343XH@2|Bacteria,4P5QV@976|Bacteroidetes,2FNYF@200643|Bacteroidia,4APYB@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00020	226186.BT_0019	1.03e-75	225.0	2F3PG@1|root,33WGD@2|Bacteria,4P3IV@976|Bacteroidetes,2FSV9@200643|Bacteroidia,4ARPN@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00021	226186.BT_0020	1.64e-112	322.0	2EWQS@1|root,33Q2J@2|Bacteria,4P1U5@976|Bacteroidetes,2FR6D@200643|Bacteroidia,4AQC6@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00023	226186.BT_0022	9.3e-63	192.0	29WU8@1|root,30IFP@2|Bacteria,4P9VB@976|Bacteroidetes,2FTQG@200643|Bacteroidia,4AVV6@815|Bacteroidaceae	976|Bacteroidetes	S	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_17
Bth_00024	226186.BT_0023	1.37e-87	256.0	COG3328@1|root,COG3328@2|Bacteria,4NFQS@976|Bacteroidetes,2FXNP@200643|Bacteroidia,4ATV1@815|Bacteroidaceae	976|Bacteroidetes	L	Transposase, Mutator family	-	-	-	-	-	-	-	-	-	-	-	-	Transposase_mut
Bth_00025	226186.BT_0024	3.29e-127	361.0	COG3328@1|root,COG3328@2|Bacteria,4NFQS@976|Bacteroidetes,2FM5A@200643|Bacteroidia,4AMKB@815|Bacteroidaceae	976|Bacteroidetes	L	COG3328 Transposase and inactivated derivatives	-	-	-	-	-	-	-	-	-	-	-	-	Transposase_mut
Bth_00027	226186.BT_0026	1.9e-103	298.0	COG3666@1|root,COG3666@2|Bacteria,4NEDD@976|Bacteroidetes,2FNIQ@200643|Bacteroidia,4AKE2@815|Bacteroidaceae	976|Bacteroidetes	L	COG COG3666 Transposase and inactivated derivatives	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1,DDE_Tnp_1_6,DUF772
Bth_00028	226186.BT_0027	6.9e-129	365.0	COG3666@1|root,COG3666@2|Bacteria,4NEDD@976|Bacteroidetes,2FNIQ@200643|Bacteroidia,4AKE2@815|Bacteroidaceae	976|Bacteroidetes	L	COG COG3666 Transposase and inactivated derivatives	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1,DDE_Tnp_1_6,DUF772
Bth_00030	226186.BT_0028	2.12e-57	178.0	COG1785@1|root,COG1785@2|Bacteria,4PAW5@976|Bacteroidetes,2FXW7@200643|Bacteroidia,4ATZ4@815|Bacteroidaceae	976|Bacteroidetes	P	Alkaline phosphatase	-	-	-	-	-	-	-	-	-	-	-	-	Alk_phosphatase
Bth_00031	226186.BT_0029	0.0	2204.0	COG1629@1|root,COG1629@2|Bacteria,4NDXS@976|Bacteroidetes,2FM2D@200643|Bacteroidia,4AK7X@815|Bacteroidaceae	976|Bacteroidetes	P	TonB-linked outer membrane protein, SusC RagA family	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,CarboxypepD_reg,Plug,STN,TonB_dep_Rec
Bth_00032	226186.BT_0030	0.0	1248.0	COG0457@1|root,COG0457@2|Bacteria,4NDX0@976|Bacteroidetes,2FM6J@200643|Bacteroidia,4AMTF@815|Bacteroidaceae	976|Bacteroidetes	S	SusD family	-	-	-	ko:K21572	-	-	-	-	ko00000,ko02000	8.A.46.1,8.A.46.3	-	-	SusD-like_2,SusD-like_3,SusD_RagB
Bth_00033	657309.BXY_38780	8.14e-286	780.0	COG0613@1|root,COG0613@2|Bacteria,4NHZ5@976|Bacteroidetes,2FQW5@200643|Bacteroidia,4AN9D@815|Bacteroidaceae	976|Bacteroidetes	S	Domain of unknown function	-	-	3.1.3.97	ko:K07053	-	-	R00188,R11188	RC00078	ko00000,ko01000	-	-	-	-
Bth_00034	226186.BT_0032	2.58e-37	125.0	2A8UC@1|root,30XXK@2|Bacteria,4PBI2@976|Bacteroidetes,2FZ3M@200643|Bacteroidia,4AUIB@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00036	226186.BT_0034	1.15e-277	759.0	COG3039@1|root,COG3039@2|Bacteria,4NGW9@976|Bacteroidetes,2FQ99@200643|Bacteroidia,4AKZ0@815|Bacteroidaceae	976|Bacteroidetes	L	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1_2,DUF772
Bth_00037	226186.BT_0035	1.1e-13	64.3	2A7QX@1|root,30WPP@2|Bacteria,4PA32@976|Bacteroidetes,2FYTF@200643|Bacteroidia,4AUG2@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00038	226186.BT_0036	3.24e-292	797.0	COG0582@1|root,COG0582@2|Bacteria,4NI5P@976|Bacteroidetes,2G04I@200643|Bacteroidia,4AN43@815|Bacteroidaceae	976|Bacteroidetes	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_5,Phage_int_SAM_5,Phage_integrase
Bth_00039	226186.BT_0037	5.03e-256	701.0	2DNE9@1|root,32X2U@2|Bacteria,4NSTW@976|Bacteroidetes,2FR9F@200643|Bacteroidia,4APNM@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00041	226186.BT_0039	2.69e-104	300.0	COG0647@1|root,COG0647@2|Bacteria,4NQ45@976|Bacteroidetes,2FSQ9@200643|Bacteroidia,4AR5X@815|Bacteroidaceae	976|Bacteroidetes	G	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00042	226186.BT_0040	0.0	993.0	COG2244@1|root,COG2244@2|Bacteria,4NEGZ@976|Bacteroidetes,2FNUG@200643|Bacteroidia,4AK63@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score 10.00	-	-	-	-	-	-	-	-	-	-	-	-	MatE,Polysacc_synt
Bth_00043	226186.BT_0041	9.59e-288	786.0	COG1035@1|root,COG1035@2|Bacteria,4NG86@976|Bacteroidetes,2FMH7@200643|Bacteroidia,4AQUN@815|Bacteroidaceae	976|Bacteroidetes	C	coenzyme F420-reducing hydrogenase beta subunit	-	-	-	-	-	-	-	-	-	-	-	-	Fer4,Fer4_7,FrhB_FdhB_C,FrhB_FdhB_N
Bth_00044	226186.BT_0042	2.6e-278	761.0	COG2327@1|root,COG2327@2|Bacteria,4NEMD@976|Bacteroidetes,2FS7J@200643|Bacteroidia,4AQMW@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG11144 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	PS_pyruv_trans
Bth_00046	226186.BT_0044	3.05e-230	633.0	COG0463@1|root,COG0463@2|Bacteria,4NS35@976|Bacteroidetes,2FT3C@200643|Bacteroidia,4ARY0@815|Bacteroidaceae	976|Bacteroidetes	M	Glycosyltransferase like family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
Bth_00047	226186.BT_0045	2.29e-273	748.0	COG1835@1|root,COG1835@2|Bacteria,4NT8V@976|Bacteroidetes,2FTF3@200643|Bacteroidia,4ARCJ@815|Bacteroidaceae	976|Bacteroidetes	I	Acyltransferase family	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_3
Bth_00048	226186.BT_0046	8.02e-224	617.0	COG0463@1|root,COG0463@2|Bacteria,4NQFF@976|Bacteroidetes,2FT97@200643|Bacteroidia,4ARG4@815|Bacteroidaceae	976|Bacteroidetes	M	Glycosyltransferase like family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
Bth_00049	226186.BT_0047	1.61e-93	272.0	COG1216@1|root,COG1216@2|Bacteria,4PKV3@976|Bacteroidetes,2FS7X@200643|Bacteroidia,4ARHP@815|Bacteroidaceae	976|Bacteroidetes	S	Glycosyltransferase like family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
Bth_00050	908937.Prede_2211	1.8e-13	75.1	COG0463@1|root,COG0463@2|Bacteria,4NJKQ@976|Bacteroidetes,2G0BV@200643|Bacteroidia	976|Bacteroidetes	M	Glycosyl transferase family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
Bth_00051	226186.BT_0049	3.85e-233	640.0	COG1442@1|root,COG1442@2|Bacteria,4NPJH@976|Bacteroidetes,2FRQA@200643|Bacteroidia,4AQGG@815|Bacteroidaceae	976|Bacteroidetes	M	Pfam:DUF1792	-	-	-	-	-	-	-	-	-	-	-	-	GT-D
Bth_00052	226186.BT_0050	6.9e-233	640.0	COG1215@1|root,COG1215@2|Bacteria,4NKV9@976|Bacteroidetes,2G04J@200643|Bacteroidia,4ARE4@815|Bacteroidaceae	976|Bacteroidetes	M	Glycosyltransferase like family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
Bth_00053	226186.BT_0051	6.96e-239	656.0	COG1215@1|root,COG1215@2|Bacteria,4P3UE@976|Bacteroidetes,2FS3A@200643|Bacteroidia,4AQPS@815|Bacteroidaceae	976|Bacteroidetes	M	Glycosyltransferase like family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
Bth_00054	226186.BT_0052	3.12e-262	721.0	2EBCD@1|root,335D3@2|Bacteria,4NX7X@976|Bacteroidetes,2FV9T@200643|Bacteroidia,4AVPK@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score 10.00	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00055	226186.BT_0053	1.5e-280	765.0	COG0438@1|root,COG0438@2|Bacteria,4NGDA@976|Bacteroidetes,2FMV5@200643|Bacteroidia,4ANJH@815|Bacteroidaceae	976|Bacteroidetes	M	Glycosyltransferase, group 1 family protein	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
Bth_00056	226186.BT_0054	3.55e-283	772.0	COG0438@1|root,COG0438@2|Bacteria,4NVBN@976|Bacteroidetes,2FTQM@200643|Bacteroidia,4ASSQ@815|Bacteroidaceae	976|Bacteroidetes	H	Glycosyl transferases group 1	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_1
Bth_00057	226186.BT_0055	2.19e-279	763.0	COG0438@1|root,COG0438@2|Bacteria,4NJZD@976|Bacteroidetes,2FMZH@200643|Bacteroidia,4AQFG@815|Bacteroidaceae	976|Bacteroidetes	M	Glycosyl transferase 4-like	-	-	2.4.1.348	ko:K12995	-	-	-	-	ko00000,ko01000,ko01003,ko01005	-	GT4	-	Glyco_transf_4,Glycos_transf_1
Bth_00058	226186.BT_0056	2.32e-235	648.0	COG0472@1|root,COG0472@2|Bacteria,4NEPN@976|Bacteroidetes,2FN5S@200643|Bacteroidia,4ANW5@815|Bacteroidaceae	976|Bacteroidetes	M	Psort location CytoplasmicMembrane, score 10.00	wcgX	-	2.7.8.33,2.7.8.35	ko:K02851	-	-	R08856	RC00002	ko00000,ko01000,ko01003,ko01005	-	-	-	Glycos_transf_4
Bth_00059	226186.BT_0057	2.28e-64	196.0	2DHE7@1|root,2ZZE2@2|Bacteria,4PFDD@976|Bacteroidetes,2G1ZG@200643|Bacteroidia,4ASUG@815|Bacteroidaceae	976|Bacteroidetes	S	Coenzyme PQQ synthesis protein D (PqqD)	-	-	-	-	-	-	-	-	-	-	-	-	PqqD
Bth_00060	226186.BT_0058	6.94e-287	781.0	COG2244@1|root,COG2244@2|Bacteria,4NPAD@976|Bacteroidetes,2G04K@200643|Bacteroidia,4AW10@815|Bacteroidaceae	976|Bacteroidetes	S	Uncharacterised nucleotidyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	NTP_transf_5
Bth_00061	226186.BT_0059	9.85e-237	649.0	28RJ8@1|root,2ZDY4@2|Bacteria,4NNAE@976|Bacteroidetes,2FQIM@200643|Bacteroidia,4APW6@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00062	226186.BT_0060	3.41e-186	517.0	COG1596@1|root,COG1596@2|Bacteria,4NNJT@976|Bacteroidetes,2FMYU@200643|Bacteroidia,4AP4D@815|Bacteroidaceae	976|Bacteroidetes	M	COG1596 Periplasmic protein involved in polysaccharide export	-	-	-	ko:K01991	ko02026,map02026	-	-	-	ko00000,ko00001,ko02000	1.B.18	-	-	Poly_export,SLBB
Bth_00063	226186.BT_0061	0.0	1466.0	COG0489@1|root,COG3206@1|root,COG0489@2|Bacteria,COG3206@2|Bacteria,4NEXU@976|Bacteroidetes,2FM9K@200643|Bacteroidia,4AKKD@815|Bacteroidaceae	976|Bacteroidetes	DM	Chain length determinant protein	-	-	-	-	-	-	-	-	-	-	-	-	AAA_31,CbiA,GNVR,Wzz
Bth_00064	226186.BT_0062	3.74e-32	112.0	2A8JZ@1|root,30XNB@2|Bacteria,4PB4N@976|Bacteroidetes,2FYE7@200643|Bacteroidia,4AU4Q@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00065	226186.BT_0063	3.48e-40	132.0	2A0TJ@1|root,30NY7@2|Bacteria,4PBE8@976|Bacteroidetes,2FYX4@200643|Bacteroidia,4AUGT@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00066	226186.BT_0064	0.0	1447.0	COG0823@1|root,COG0823@2|Bacteria,4NJA6@976|Bacteroidetes,2G04M@200643|Bacteroidia	976|Bacteroidetes	U	Involved in the tonB-independent uptake of proteins	plc	-	4.6.1.13	ko:K01771	ko00562,map00562	-	R03332	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	-	PI-PLC-X
Bth_00067	226186.BT_0065	0.0	1726.0	COG1501@1|root,COG1501@2|Bacteria,4PKHN@976|Bacteroidetes,2G04N@200643|Bacteroidia,4AWE2@815|Bacteroidaceae	976|Bacteroidetes	G	Alpha galactosidase A	-	-	3.2.1.22	ko:K07407	ko00052,ko00561,ko00600,ko00603,map00052,map00561,map00600,map00603	-	R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R06091	RC00049,RC00059,RC00451	ko00000,ko00001,ko01000	-	-	-	Melibiase_2
Bth_00068	226186.BT_0066	6.65e-304	827.0	COG2885@1|root,COG2885@2|Bacteria,4NNK8@976|Bacteroidetes,2FMJK@200643|Bacteroidia,4AMCZ@815|Bacteroidaceae	976|Bacteroidetes	M	Psort location OuterMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	OmpA
Bth_00070	226186.BT_0067	1.61e-57	177.0	2A8G6@1|root,30XI5@2|Bacteria,4PAZA@976|Bacteroidetes,2FY3E@200643|Bacteroidia,4AU74@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00071	226186.BT_0068	1.09e-109	315.0	2A8J4@1|root,30XMD@2|Bacteria,4PB3R@976|Bacteroidetes,2FYC4@200643|Bacteroidia,4AU3X@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00072	226186.BT_0069	9.15e-199	550.0	COG3666@1|root,COG3666@2|Bacteria,4NEDD@976|Bacteroidetes,2FNIQ@200643|Bacteroidia	976|Bacteroidetes	L	COG COG3666 Transposase and inactivated derivatives	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1_6,DUF772
Bth_00073	226186.BT_0070	9.91e-150	421.0	COG3666@1|root,COG3666@2|Bacteria,4NEDD@976|Bacteroidetes,2FNIQ@200643|Bacteroidia	976|Bacteroidetes	L	COG COG3666 Transposase and inactivated derivatives	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1_6,DUF772
Bth_00075	226186.BT_0073	0.0	912.0	COG1132@1|root,COG1132@2|Bacteria,4NIEE@976|Bacteroidetes,2FNRU@200643|Bacteroidia,4AP1F@815|Bacteroidaceae	976|Bacteroidetes	V	Psort location CytoplasmicMembrane, score 10.00	-	-	-	-	-	-	-	-	-	-	-	-	ABC_membrane,ABC_tran
Bth_00076	226186.BT_0074	4.41e-115	329.0	COG0681@1|root,COG0681@2|Bacteria,4NVQK@976|Bacteroidetes,2FS8U@200643|Bacteroidia,4AQK3@815|Bacteroidaceae	976|Bacteroidetes	U	peptidase	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S24
Bth_00077	226186.BT_0075	1.88e-62	191.0	29WU8@1|root,30IFP@2|Bacteria,4P9VB@976|Bacteroidetes,2FTQG@200643|Bacteroidia,4AVV6@815|Bacteroidaceae	976|Bacteroidetes	S	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_17
Bth_00079	226186.BT_0076	7.44e-297	810.0	COG0582@1|root,COG0582@2|Bacteria,4NDZJ@976|Bacteroidetes,2FM4Q@200643|Bacteroidia,4AKDX@815|Bacteroidaceae	976|Bacteroidetes	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_5,Phage_int_SAM_5,Phage_integrase
Bth_00080	226186.BT_0077	3.46e-115	330.0	COG3646@1|root,COG3646@2|Bacteria,4NR28@976|Bacteroidetes,2FPG3@200643|Bacteroidia,4APDG@815|Bacteroidaceae	976|Bacteroidetes	S	ORF6N domain	-	-	-	-	-	-	-	-	-	-	-	-	ORF6N
Bth_00081	226186.BT_0078	1.65e-102	296.0	COG2003@1|root,COG2003@2|Bacteria,4NRCM@976|Bacteroidetes,2FPH6@200643|Bacteroidia,4AP3A@815|Bacteroidaceae	976|Bacteroidetes	L	DNA repair	-	-	-	ko:K03630	-	-	-	-	ko00000	-	-	-	RadC
Bth_00082	226186.BT_0079	3.17e-129	366.0	COG4734@1|root,COG4734@2|Bacteria,4NMZR@976|Bacteroidetes,2FNXP@200643|Bacteroidia,4ANXB@815|Bacteroidaceae	976|Bacteroidetes	S	antirestriction protein	-	-	-	-	-	-	-	-	-	-	-	-	ArdA
Bth_00083	226186.BT_0081	6.56e-44	142.0	2DQ2K@1|root,334H3@2|Bacteria,4NV3T@976|Bacteroidetes,2FTVV@200643|Bacteroidia,4ARR0@815|Bacteroidaceae	976|Bacteroidetes	S	Domain of unknown function, B. Theta Gene description (DUF3873)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3873
Bth_00084	226186.BT_0082	3.27e-227	625.0	2D1WT@1|root,32TBK@2|Bacteria,4NU82@976|Bacteroidetes,2FSMN@200643|Bacteroidia,4AT6M@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00085	226186.BT_0083	1.46e-205	568.0	2CKW4@1|root,32UUC@2|Bacteria,4NTTW@976|Bacteroidetes,2FV6K@200643|Bacteroidia,4ASFZ@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bth_00086	226186.BT_0084	4.58e-103	298.0	28M8P@1|root,32UH2@2|Bacteria,4NT3C@976|Bacteroidetes,2FN94@200643|Bacteroidia,4APU4@815|Bacteroidaceae	976|Bacteroidetes	S	conserved protein found in conjugate transposon	-	-	-	-	-	-	-	-	-	-	-	-	DUF3872
