Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
Ca_00993	CAD7226128.1|GH38	36.1	712	394	15	12	684	1345	2034	1.1e-107	394.8
Ca_01049	CCO12633.2|GH84	43.4	535	287	9	1	532	1	522	3.3e-123	446.0
Ca_01051	QIA34389.1|GH5	100.0	353	0	0	1	353	1	353	2.7e-206	721.5
Ca_01068	QBQ55251.1|CBM50	38.2	904	484	16	8	877	25	887	8.5e-140	501.9
Ca_01129	AMJ18631.1|GT2	44.5	1187	615	16	6	1172	2	1164	2.0e-277	959.5
Ca_01165	AGL63717.2|GT4	47.8	680	281	8	161	838	107	714	1.4e-163	580.9
Ca_01236	QIA33680.1|GT51	100.0	654	0	0	1	654	1	654	0.0e+00	1295.0
Ca_01265	QIA33651.1|GH170	100.0	350	0	0	1	350	1	350	8.3e-200	699.9
Ca_01291	QIA33630.1|GH4	100.0	460	0	0	1	460	1	460	4.6e-275	950.3
Ca_01311	AWZ17133.1|GH13_30	33.8	1265	674	24	3	1228	406	1545	2.7e-200	703.4
Ca_01506	QIA33439.1|GT2	100.0	339	0	0	1	339	1	339	1.0e-202	709.5
Ca_01507	QIA33438.1|GT2	100.0	367	0	0	1	367	1	367	7.3e-215	750.0
Ca_01508	QIA33437.1|GT2	100.0	346	0	0	1	346	1	346	6.7e-194	680.2
Ca_01509	QIA33436.1|GT2	100.0	372	0	0	1	372	1	372	5.1e-224	780.4
Ca_01510	QIA33435.1|GT2	100.0	355	0	0	1	355	1	355	3.0e-205	718.0
Ca_01511	QIA33434.1|GT2	100.0	828	0	0	1	828	1	828	0.0e+00	1692.9
Ca_01634	CAD7245033.1|GT58	62.0	489	166	5	12	484	1043	1527	3.4e-159	565.5
Ca_01652	QIA34238.1|CE4	100.0	468	0	0	1	468	1	468	8.6e-261	902.9
Ca_01694	QIA34203.1|GH4	100.0	442	0	0	1	442	1	442	4.3e-262	907.1
Ca_01775	QIA34016.1|GT35	100.0	755	0	0	1	755	1	755	0.0e+00	1505.0
Ca_01776	QIA34781.1|GH77	100.0	501	0	0	1	501	1	501	1.6e-308	1061.6
Ca_01804	CCO12112.2|GH13_31	62.4	434	156	4	1	429	1	432	6.5e-146	521.2
Ca_01857	CAE6204650.1|GH28	51.0	598	286	4	19	610	747	1343	8.6e-168	594.3
Ca_01869	CAD7252417.1|GH13	40.5	603	336	10	130	716	345	940	8.4e-109	398.7
Ca_01871	AGL63871.2|GT2	47.2	489	232	5	427	911	528	994	4.7e-109	399.8
Ca_01890	UBS35473.1|GT28	98.4	433	7	0	1	433	1	433	4.1e-249	864.0
Ca_01931	QIA33395.1|GT2	100.0	322	0	0	1	322	1	322	6.3e-186	653.7
Ca_01976	CAG7883609.1|GT1	49.6	907	415	13	5	907	171	1039	1.6e-226	790.0
Ca_01993	AGL64353.2|CBM50|GH25	45.6	568	304	5	5	569	1	566	1.5e-142	510.4
Ca_02025	QIA32853.1|CE7	100.0	308	0	0	1	308	18	325	6.6e-185	650.2
Ca_02039	QIA32839.1|GH23	100.0	193	0	0	1	193	1	193	4.9e-109	397.5
Ca_02088	QIA33416.1|GH25	83.5	976	2	1	136	952	1	976	0.0e+00	1308.5
Ca_02094	QIA34732.1|GT8	100.0	325	0	0	1	325	1	325	3.3e-195	684.5
Ca_02095	QIA33409.1|GT2	100.0	308	0	0	1	308	1	308	4.4e-181	637.5
Ca_02097	QIA33407.1|GT2	100.0	230	0	0	1	230	2	231	3.6e-127	458.0
Ca_02098	QIA33405.1|GT2	100.0	264	0	0	1	264	1	264	4.1e-151	537.7
Ca_02100	QIA33403.1|GT4	100.0	758	0	0	1	758	1	758	0.0e+00	1572.8
Ca_02129	QIA33938.1|GH35	100.0	598	0	0	1	598	1	598	0.0e+00	1274.2
Ca_02137	QIA33930.1|CE9	100.0	389	0	0	1	389	1	389	5.4e-232	807.0
Ca_02158	QIA34816.1|GH1	100.0	472	0	0	1	472	2	473	6.8e-290	999.6
