Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
Dl_01584	QYX25932.1|GT4	61.5	405	152	1	5	409	6	406	6.0e-149	531.2
Dl_01585	QYX25934.1|GT2	60.6	325	126	1	1	325	1	323	1.6e-117	426.4
Dl_01609	CAI32746.2|GT4	55.8	412	164	2	82	493	1	394	2.0e-130	469.9
Dl_01611	UOX54830.1|GH73	80.7	752	136	1	1	743	1	752	1.8e-269	932.6
Dl_01612	AXR42332.1|GH2	55.5	699	307	2	111	807	81	777	1.1e-232	810.8
Dl_01613	UOX54831.1|GH25	98.0	763	15	0	1	763	1	763	4.1e-292	1007.7
Dl_01638	UOX54859.1|GH23	93.0	573	40	0	1	573	1	573	1.3e-250	869.4
Dl_01674	UOX54891.1|GH2	98.6	1012	14	0	1	1012	1	1012	0.0e+00	2077.8
Dl_01703	UOX54918.1|GT51	99.6	805	3	0	1	805	1	805	0.0e+00	1584.7
Dl_01716	CUS04921.2|GT4	43.3	848	432	10	5	807	16	859	3.5e-209	732.3
Dl_01729	AMJ20543.1|GH13_11	56.5	402	167	3	16	410	9	409	5.7e-123	444.9
Dl_01734	UOX54690.1|GH3	99.8	849	2	0	1	849	1	849	0.0e+00	1695.6
Dl_01737	UOX54693.1|CE4	99.2	243	2	0	1	243	21	263	9.4e-134	479.9
Dl_01761	QWI77036.1|CBM48|GH13_9	57.4	317	134	1	8	324	637	952	2.5e-109	399.4
Dl_01763	APO26857.1|GT4	97.0	396	12	0	1	396	1	396	4.6e-215	750.7
Dl_01771	ALR08738.2|GT83	46.3	585	305	6	10	589	2	582	7.4e-148	528.1
Dl_01812	UOX52746.1|CBM50	99.1	352	3	0	1	352	1	352	2.4e-191	671.8
Dl_01827	UOX52760.1|GH13	100.0	689	0	0	1	689	1	689	0.0e+00	1471.1
Dl_01843	QAV27616.1|CBM48|GH13_9	61.0	305	117	1	13	315	640	944	5.5e-105	385.2
Dl_01865	CCO12633.2|GH84	48.7	676	301	11	7	645	4	670	3.4e-175	619.0
Dl_01866	ARA85284.1|CE12	58.6	326	133	2	2	326	45	369	8.0e-104	380.9
Dl_01889	QBQ55251.1|CBM50	40.0	842	474	8	12	836	51	878	1.3e-150	537.7
Dl_01936	QMS97146.1|GT4	66.4	360	120	1	1	360	2	360	2.2e-134	482.6
Dl_01948	QCU04015.1|GT4	64.7	368	128	1	5	370	1	368	1.5e-138	496.5
Dl_02065	UOX55321.1|GH77	99.4	512	3	0	1	512	1	512	0.0e+00	1083.9
Dl_02093	CCG34775.1|GH32|3.2.1.26	99.6	476	2	0	1	476	1	476	2.0e-289	998.0
Dl_02147	UOX55272.1|GH77	99.6	495	2	0	1	495	1	495	1.6e-302	1041.6
Dl_02148	QBQ55156.1|CBM50	38.3	608	348	7	150	751	118	704	5.2e-107	392.9
Dl_02194	CCO12112.2|GH13_31	58.1	425	170	4	7	428	4	423	1.9e-132	476.5
Dl_02222	AHC21644.2|GH1	54.8	531	231	6	1	530	1	523	1.9e-163	579.7
Dl_02237	AGL64345.2|GT2	55.8	577	248	4	274	846	283	856	6.1e-172	608.6
Dl_02299	UOX53744.1|GH2	99.4	648	4	0	1	648	1	648	0.0e+00	1320.4
Dl_02300	CAI56017.1|GH2	62.2	312	114	1	8	319	7	314	2.2e-114	416.0
Dl_02323	AGL63717.2|GT4	44.6	710	311	9	160	864	107	739	4.8e-156	555.8
Dl_02348	UOX53788.1|CE9	96.6	383	13	0	1	383	1	383	4.6e-212	740.7
Dl_02353	UOX53793.1|GH13	99.3	435	3	0	1	435	1	435	1.4e-268	928.7
Dl_02454	UOX52730.1|GH27	99.8	419	1	0	1	419	1	419	9.8e-256	885.9
Dl_02471	UOX52735.1|GH32	98.2	493	9	0	1	493	1	493	2.4e-301	1037.7
Dl_02472	UOX52736.1|GH172	99.6	447	2	0	1	447	1	447	4.2e-273	943.7
Dl_02566	UOX55524.1|GH32	100.0	480	0	0	1	480	1	480	2.0e-284	981.5
Dl_02567	ACV39365.1|GH32	57.5	473	194	2	6	471	4	476	4.9e-150	535.4
Dl_02619	CAN65674.1|GH28	48.6	539	252	7	72	604	111	630	2.2e-145	520.0
Dl_02629	CAE6110940.1|CE8	44.1	537	274	12	27	553	266	786	6.7e-119	431.8
Dl_02656	UOX54106.1|CBM48|GH13_9	98.5	594	9	0	1	594	1	594	0.0e+00	1258.8
Dl_02665	AGL63717.2|GT4	49.9	647	307	9	163	809	107	736	1.6e-169	600.5
Dl_02686	UOX53936.1|GT0	100.0	224	0	0	1	224	1	224	1.2e-119	433.0
Dl_02728	UBS46839.1|GH127	55.2	449	199	2	24	471	656	1103	2.8e-134	482.6
