Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
Csc_01116	QBF75938.1|CBM48|GH13_9	100.0	595	0	0	1	595	1	595	0.0e+00	1273.8
Csc_01131	QRO35716.1|GT4	100.0	422	0	0	1	422	1	422	8.6e-244	846.3
Csc_01142	CAE6110940.1|CE8	42.9	536	282	11	26	552	266	786	3.3e-118	429.5
Csc_01156	CAN65674.1|GH28	48.1	539	255	7	72	604	111	630	3.7e-145	519.2
Csc_01188	BAZ00088.1|GT2	28.3	1144	739	32	949	2031	2137	3260	6.2e-108	397.5
Csc_01202	UBS46839.1|GH127	55.3	450	199	2	24	472	656	1104	3.3e-135	485.7
Csc_01335	QBF74634.1|CE9	100.0	376	0	0	1	376	1	376	2.2e-214	748.4
Csc_01343	QBF74642.1|GH13	100.0	436	0	0	1	436	1	436	1.8e-273	944.9
Csc_01364	QBF74663.1|GH23	100.0	230	0	0	34	263	34	263	1.8e-130	469.2
Csc_01448	CAG7883609.1|GT1	55.0	862	383	3	9	868	181	1039	3.3e-274	948.3
Csc_01457	QRO36221.1|GH77	100.0	506	0	0	1	506	1	506	0.0e+00	1075.1
Csc_01465	AMJ18631.1|GT2	47.9	1189	571	18	5	1170	1	1164	2.8e-300	1035.4
Csc_01508	QBF72900.1|GH129	100.0	629	0	0	1	629	1	629	0.0e+00	1352.8
Csc_01537	QRO38183.1|CBM32	100.0	1022	0	0	1	1022	1	1022	0.0e+00	2055.8
Csc_01539	QRO38181.1|CBM32|GH136	100.0	1425	0	0	1	1425	1	1425	0.0e+00	2811.9
Csc_01541	QRO38179.1|GH65	100.0	783	0	0	1	783	1	783	0.0e+00	1562.0
Csc_01609	AGL64700.2|GH23	54.5	354	159	2	2	354	5	357	8.7e-104	380.9
Csc_01621	CAE6204650.1|GH28	51.0	602	287	4	6	601	744	1343	2.8e-171	605.9
Csc_01811	QWI77036.1|CBM48|GH13_9	57.6	321	134	1	3	321	632	952	1.2e-104	384.0
Csc_01816	CAG7903126.1|GH28	43.1	448	243	7	14	451	67	512	9.9e-103	377.9
Csc_01819	CAD7235639.1|GT2	42.3	548	301	8	4	549	136	670	1.1e-113	414.5
Csc_01829	QRO37205.1|CBM34|GH13	100.0	680	0	0	1	680	1	680	0.0e+00	1444.5
Csc_01843	QRO37217.1|CBM50	100.0	357	0	0	1	357	1	357	2.5e-196	688.3
Csc_01853	QRT50293.1|GH0	80.5	410	80	0	11	420	9	418	1.2e-197	693.0
Csc_01865	QRO38464.1|GH0	100.0	559	0	0	1	559	1	559	0.0e+00	1171.0
Csc_01874	QRO35993.1|GH73	99.9	950	1	0	1	950	816	1765	0.0e+00	1917.9
Csc_01901	QBF74576.1|GH29	100.0	441	0	0	1	441	1	441	2.1e-277	958.0
Csc_01907	QBF74570.1|GH65	100.0	758	0	0	1	758	1	758	0.0e+00	1562.4
Csc_02075	CAG7911095.1|GH5_11	43.0	900	472	14	15	882	589	1479	2.5e-213	746.1
Csc_02161	QBF74609.1|GH42	100.0	675	0	0	1	675	1	675	0.0e+00	1424.8
Csc_02163	QBF74607.1|GH2	100.0	944	0	0	1	944	1	944	0.0e+00	2002.3
Csc_02207	QRO35993.1|GH73	65.7	1765	0	1	1	1159	1	1765	0.0e+00	1976.4
Csc_02212	QRO35988.1|GT2	100.0	348	0	0	1	348	1	348	2.8e-200	701.4
Csc_02215	QBF76219.1|GT2	100.0	262	0	0	1	262	1	262	5.3e-151	537.3
Csc_02217	QRO35984.1|GT2	100.0	633	0	0	1	633	1	633	0.0e+00	1189.5
Csc_02221	QRO35980.1|GT2	100.0	556	0	0	1	556	1	556	0.0e+00	1135.2
Csc_02222	QRO35979.1|GT4	100.0	725	0	0	1	725	1	725	0.0e+00	1479.9
Csc_02223	QBF76211.1|GT2	100.0	526	0	0	1	526	1	526	2.5e-309	1064.3
Csc_02224	QRO35977.1|GT2	100.0	230	0	0	1	230	1	230	3.6e-127	458.0
Csc_02356	QBF73722.1|GH23	100.0	587	0	0	1	587	1	587	6.3e-269	930.2
Csc_02400	QRO36982.1|GT35	100.0	820	0	0	1	820	1	820	0.0e+00	1658.3
Csc_02415	QRO36968.1|GH18	100.0	678	0	0	1	678	1	678	0.0e+00	1150.2
Csc_02436	QRO36950.1|GT28	100.0	355	0	0	1	355	1	355	2.2e-200	701.8
Csc_02458	QBF73616.1|CBM48|GH13_9	100.0	636	0	0	1	636	1	636	0.0e+00	1362.8
Csc_02544	AGL63717.2|GT4	44.4	702	318	7	160	861	107	736	3.1e-155	553.1
Csc_02581	QBF74471.1|GT2	100.0	445	0	0	1	445	1	445	2.4e-260	901.4
Csc_02671	QBQ55156.1|CBM50	38.6	611	347	8	149	753	118	706	5.2e-107	392.9
Csc_02707	QBQ55251.1|CBM50	40.4	859	487	6	2	843	41	891	2.2e-153	547.0
Csc_02732	CCO12633.2|GH84	49.4	678	292	11	2	637	3	671	1.2e-177	627.1
Csc_02811	AWZ17133.1|GH13_30	39.1	1198	652	22	3	1147	406	1579	9.3e-232	807.7
Csc_02819	QBF74044.1|CBM50	100.0	519	0	0	1	519	1	519	2.0e-298	1028.1
Csc_02821	QRO37328.1|GH77	100.0	502	0	0	1	502	1	502	0.0e+00	1082.8
Csc_02858	ALR08738.2|GT83	39.1	596	329	15	3	578	2	583	7.6e-104	382.1
Csc_02882	QRO37268.1|GH112	100.0	721	0	0	1	721	1	721	0.0e+00	1507.3
Csc_02949	ASV45029.1|GH23	41.2	1407	698	29	1173	2470	1532	2917	1.4e-285	987.6
Csc_02997	QRO35993.1|GH73	99.5	771	4	0	1	771	1	771	0.0e+00	1415.2
Csc_03000	QHH21711.1|GH68	99.1	223	2	0	1	223	206	428	4.3e-125	451.1
Csc_03080	QRO37720.1|GT2	100.0	387	0	0	1	387	1	387	8.8e-219	763.1
Csc_03184	AGL65524.2|GH36	46.6	567	280	5	1	564	1	547	2.7e-139	499.6
Csc_03253	CCO09729.2|GH1	47.9	428	216	3	3	428	1	423	4.8e-104	382.1
Csc_03261	CUS04921.2|GT4	43.9	852	421	13	5	807	16	859	1.4e-210	736.9
Csc_03283	QBF72703.1|GT51	100.0	786	0	0	1	786	1	786	0.0e+00	1555.8
Csc_03456	QBF74253.1|CE4	100.0	256	0	0	1	256	1	256	4.6e-147	524.2
Csc_03588	CCO12112.2|GH13_31	58.7	424	167	4	7	427	4	422	1.7e-133	479.9
Csc_03589	QRO37967.1|GT2	100.0	316	0	0	1	316	1	316	1.4e-177	625.9
Csc_03625	QRO38000.1|GT0	100.0	232	0	0	1	232	1	232	9.9e-125	449.9
Csc_03647	AGL63717.2|GT4	51.8	622	281	9	166	785	109	713	9.0e-173	611.3
